,eventID,groupID,exec_time[s],dist_avg,chi2_N,dx_dz_angle [mrad],dy_dz_angle [mrad],tracks_out_det_no
0,20000001.0,1.0,0.07150387763977051,0.01856151880973593,0.2789351472472848,0.003557349829857533,-0.13903703110926596,0.0
1,20000001.0,5.0,0.024027585983276367,0.027880351305757438,0.7479012136138286,-0.004378401253352078,-0.130691142207444,0.0
2,20000002.0,1.0,0.059803009033203125,0.05113555196347809,2.07733105130425,-0.0035843299050601477,-0.1366135967533726,0.0
3,20000002.0,5.0,0.03617262840270996,0.031966349407159395,1.2381421392349952,1.299228198998925e-06,-0.1315880546263943,0.0
4,20000003.0,1.0,0.06487274169921875,0.031295087672009315,0.9680633478610164,-0.004205679274852529,-0.3597027450923452,0.0
5,20000003.0,5.0,0.026964426040649414,0.022424211402168152,0.4166523660073375,0.0035244299350734518,-0.33623258387663835,0.0
6,20000004.0,1.0,0.06857895851135254,0.01724350102549844,0.2431841209696511,0.00240456605975121,-0.14359314228988262,0.0
7,20000004.0,5.0,0.03084802627563477,0.034187961776573184,1.05686680694029,-0.0040501516705036605,-0.136460843272215,0.0
8,20000005.0,1.0,0.06244349479675292,0.3166920591199673,102.47465055437605,-0.05616826899383075,-0.16167909803256494,0.0
9,20000005.0,4.0,0.0580284595489502,0.05807841416862933,3.2232183449464555,0.007865172493254701,0.21256025486826152,0.0
10,20000006.0,1.0,0.06694793701171875,0.03585160355189565,1.1643126019366274,-0.01069566377638588,-0.1558893946288786,0.0
11,20000006.0,5.0,0.04147052764892578,0.07737007206260361,8.857504962515213,0.010455573639840357,-0.15835539402055904,0.0
12,20000007.0,2.0,0.025185823440551758,0.06823689446825643,4.676196546471333,0.00661869362061121,0.2668173576062659,0.0
13,20000007.0,4.0,0.06542277336120605,0.035518914148844144,1.203355925536026,-0.0019416328766380195,0.2557995249405594,0.0
14,20000008.0,1.0,0.06964111328125,0.017142353182783388,0.2670207524059802,0.000263466188372177,-0.1598149922583122,0.0
15,20000008.0,5.0,0.025355100631713867,0.019674487930388868,0.36857297712593984,0.0004008367837946916,-0.15210718657605585,0.0
16,20000009.0,2.0,0.021939516067504883,0.01510356422360823,0.21004578908310895,0.0015021780675313035,0.17190257502610098,0.0
17,20000009.0,4.0,0.052364587783813484,0.0267051040247359,0.63480281237127,-0.0027097314706345755,0.1682045052516596,0.0
18,20000010.0,2.0,0.026530742645263672,0.010291239123589604,0.10011735744366368,0.002276335647076391,0.1374887158840047,0.0
19,20000011.0,2.0,0.027492284774780273,0.038717476224565985,1.4830172572585818,-0.011305785018588395,0.3196553112230793,0.0
20,20000011.0,4.0,0.04929947853088379,0.06889358618599069,4.511903121123941,0.01324943653930897,0.31381899796785084,0.0
21,20000012.0,1.0,0.05632448196411133,0.018725791134632987,0.7436911103697467,-0.0011611528926662347,-0.1244479793514232,0.0
22,20000012.0,5.0,0.02724432945251465,0.014656963314698212,0.2532712770883665,0.001491276867602167,-0.12428242935358805,0.0
23,20000013.0,1.0,0.0672307014465332,0.02273086774421133,0.6377786845290242,-0.0037199263674649783,-0.1878102363683496,0.0
24,20000013.0,5.0,0.027538061141967773,0.018631193556051476,0.29284107094273903,0.003927150035750915,-0.18277587069835802,0.0
25,20000014.0,2.0,0.02434873580932617,0.03988921150799926,1.2774977312860651,0.010417003164935393,0.15284299657312408,0.0
26,20000015.0,1.0,0.07031083106994629,0.025969218038802318,0.6798452201009194,-0.009479792525796659,-0.23920404044263,0.0
27,20000015.0,5.0,0.023578643798828125,0.07118926455809059,4.866948314032802,0.012032954702296941,-0.2469233977139577,0.0
28,20000018.0,2.0,0.034758329391479485,0.0544314246704052,2.7599809147592045,-0.0028919699432872763,0.1289611681688672,0.0
29,20000019.0,2.0,0.032705068588256836,0.022002766538025572,0.5097160393665704,0.005754906793083297,0.1882005067393024,0.0
30,20000019.0,4.0,0.028287887573242188,0.029680151063692088,0.9228123799702308,-0.005900604008870658,0.19941178535754736,0.0
31,20000020.0,2.0,0.028338193893432617,0.045689961930761816,1.9876486656452728,-0.0014689305285396162,0.1430506013785976,0.0
