,track_type,eventID,groupID,exec_time[s],chi2_N,dist_avg,dx_dz_angle [mrad],dy_dz_angle [mrad]
0,_11_1X1_3RP_1X1,21,1,0.04970884323120117,0.175841749207,0.0148084496275,0.0036783713677800006,-0.297722461083
1,_11_1X1_3RP_1X1,36,2,0.021426916122436523,0.416288430123,0.0202123459947,0.00122652997327,0.274003885
2,_11_1X1_3RP_1X1,48,2,0.028950929641723636,0.6982974928039999,0.0278898313099,0.004812809890060001,0.206557249822
3,_11_1X1_3RP_1X1,53,4,0.043032169342041016,0.355699299938,0.0207965773217,-0.0050665773051299995,0.23557393148000003
4,_11_1X1_3RP_1X1,57,2,0.02030801773071289,1.9680604878099999,0.040097124549599995,-0.00600527992265,0.149069324637
5,_11_1X1_3RP_1X1,92,2,0.016832828521728516,3.2581933122500004,0.06099764235809999,-0.00628041842316,0.148441863894
6,_12_1X1_3RP_MORE,99,5,0.02937912940979004,0.681600193293,0.018720100968500002,0.004091424135320001,-0.127427041141
7,_11_1X1_3RP_1X1,115,2,0.01908111572265625,5.843951215440001,0.0522437675265,-0.00029726082756299994,0.16425744636
8,_11_1X1_3RP_1X1,117,2,0.022016048431396484,1.35967721384,0.03601890956,0.008601032904549999,0.154137898145
9,_12_1X1_3RP_MORE,136,5,0.03181195259094238,0.408164458344,0.0188156449557,0.00323570098254,-0.13995507763599999
10,_21_2X2_3RP_ENOUGH,138,4,0.26703453063964844,455.38855214800003,0.457614434859,-0.029988441239900004,0.177975507097
11,_21_2X2_3RP_ENOUGH,138,4,0.26703453063964844,1247.27897376,0.715304788698,0.05242908901980001,0.163480021129
12,_11_1X1_3RP_1X1,149,5,0.01960992813110352,0.7277688471989999,0.0277463790015,0.00230607291769,-0.36329472270900004
13,_11_1X1_3RP_1X1,152,1,0.046173095703125,0.256604066392,0.0172488313552,0.00111480109724,-0.12944301251499998
14,_11_1X1_3RP_1X1,163,4,0.04629588127136231,0.269807526439,0.018343271835,-0.00354608569432,0.18480546833
15,_21_2X2_3RP_ENOUGH,170,4,1.8725910186767576,41292.8830595,3.69365340766,0.005248493325050001,0.155896313338
16,_21_2X2_3RP_ENOUGH,170,4,1.8725910186767576,5331.73509412,1.56674434995,0.005453215970020001,0.155125939627
17,_11_1X1_3RP_1X1,174,1,0.061918020248413086,4.912483884119999,0.058378111026599996,-0.0021035361931500004,-0.150501488419
18,_11_1X1_3RP_1X1,185,2,0.020542144775390625,4.1206277383,0.06660011778160001,0.00600679574271,0.190907764855
19,_11_1X1_3RP_1X1,189,5,0.02310490608215332,9.297660533250001,0.10346243361,-0.00680671139727,-0.146230995841
20,_11_1X1_3RP_1X1,199,4,0.02703690528869629,1.19169915473,0.0296086278642,-0.00718883153524,0.204558339439
21,_12_1X1_3RP_MORE,214,2,0.5335690975189209,0.160394698655,0.0123321260313,0.0006275901632180001,0.265882449457
22,_11_1X1_3RP_1X1,257,1,0.04444718360900879,1.61143190565,0.04326629367840001,-0.00101947958519,-0.160592263943
23,_11_1X1_3RP_1X1,264,5,0.019971847534179688,1.13068711534,0.036403472429199994,-0.00374307183115,-0.202935190798
24,_12_1X1_3RP_MORE,269,1,0.03032207489013672,0.29523555599199997,0.0162715068922,0.00446117598851,-0.177149075421
25,_11_1X1_3RP_1X1,273,1,0.02614593505859375,1.0482743701200001,0.0216197574951,-0.00629466871466,-0.181219807393
26,_11_1X1_3RP_1X1,281,2,0.021023988723754883,0.306794292606,0.0186382001366,0.00366041413106,0.215684305407
27,_11_1X1_3RP_1X1,281,4,0.04515504837036133,0.942288543128,0.034135469896,-0.003997778847969999,0.211798102294
28,_11_1X1_3RP_1X1,288,1,0.023550987243652344,2.54006389863,0.052019943551,-0.00815733774796,-0.126097658596
29,_11_1X1_3RP_1X1,289,5,0.019404172897338867,3.5802947534900005,0.0528528756791,0.0042172865809,-0.194786615416
30,_12_1X1_3RP_MORE,301,5,0.03222393989562988,0.17856352693799998,0.0120882886204,0.00616750145847,-0.218351992657
31,_11_1X1_3RP_1X1,306,5,0.019650936126708984,3.23573544325,0.0586638727424,0.008889109960479999,-0.252677454723
32,_11_1X1_3RP_1X1,313,2,0.0203859806060791,0.288315380286,0.0170743139098,-0.0018748870798900002,0.286089063664
33,_11_1X1_3RP_1X1,320,2,0.01916599273681641,0.7540368216619999,0.028798897900000002,-0.000696933415523,0.148040916818
34,_11_1X1_3RP_1X1,323,5,0.01937103271484375,0.607533396903,0.026935586355,-0.00549438813488,-0.244643473246
35,_11_1X1_3RP_1X1,336,2,0.022277116775512692,0.42968585617,0.0185025750535,0.00196944191944,0.27001805237
36,_12_1X1_3RP_MORE,366,5,0.03191709518432617,6.026834387590001,0.059493216127199995,0.014539115325499999,-0.170713396124
37,_21_2X2_3RP_ENOUGH,388,5,0.903412103652954,0.825772414105,0.026080786151499998,0.0007135602677360001,-0.205727801703
38,_21_2X2_3RP_ENOUGH,388,5,0.903412103652954,2.35862517478,0.045732822687,0.012181345049799999,-0.252037504438
39,_11_1X1_3RP_1X1,392,1,0.04218101501464844,0.34602581447400005,0.0189722379624,-0.000105982473484,-0.196088446977
40,_11_1X1_3RP_1X1,412,1,0.04396986961364746,0.156398550955,0.012764822036299998,0.00144546425938,-0.19965847418
41,_21_2X2_3RP_ENOUGH,416,4,0.3678414821624756,1123.88317214,0.736983542815,-0.0629259283969,0.208874058918
42,_21_2X2_3RP_ENOUGH,416,4,0.3678414821624756,1789.41068657,0.8967624413230001,0.0445467060963,0.200641683587
43,_11_1X1_3RP_1X1,422,2,0.018516063690185547,2.68666771922,0.0539499966566,-0.005651786910989999,0.20789740632800002
44,_11_1X1_3RP_1X1,423,1,0.05637383460998535,31.1658434078,0.166796111827,0.04586182424930001,-0.126321177526
45,_11_1X1_3RP_1X1,460,1,0.0457460880279541,7.62146486989,0.0858727457523,-0.008973947189790001,-0.240906034915
46,_12_1X1_3RP_MORE,496,2,0.029219150543212887,0.326026916147,0.0199627594272,0.00777153187818,0.128572869549
47,_11_1X1_3RP_1X1,517,5,0.025777101516723636,0.235949051329,0.016098892689,0.00293497902146,-0.148584022161
48,_11_1X1_3RP_1X1,541,2,0.019845962524414062,3.66697344073,0.064231144226,-0.00901213812832,0.172035450627
49,_11_1X1_3RP_1X1,551,4,0.03878593444824219,1.4178362262200002,0.0410623722656,-0.0019322851847,0.27174095776
50,_12_1X1_3RP_MORE,594,5,0.1399850845336914,2.20714606933,0.049026200197099995,-0.000131858995516,-0.22876530433800002
51,_21_2X2_3RP_ENOUGH,596,2,0.2468554973602295,4.47216054791,0.0672172824291,0.014252172403200002,0.275099513829
52,_21_2X2_3RP_ENOUGH,596,2,0.2468554973602295,0.496383542592,0.0192440611336,-0.0028819059948800006,0.27349769344700003
53,_11_1X1_3RP_1X1,600,1,0.04537510871887207,0.568442671302,0.0257792112421,-0.00221216381606,-0.199971690008
54,_11_1X1_3RP_1X1,611,4,0.020016193389892575,0.524432659959,0.0251395097206,-0.00510910597375,0.23896766745700002
55,_21_2X2_3RP_ENOUGH,650,2,0.4036949872970581,14.8891145714,0.115722500612,-0.0163410611686,0.237047269567
56,_21_2X2_3RP_ENOUGH,650,2,0.4036949872970581,6.2309594741900005,0.0732086643652,0.009696769754090001,0.34467283319799996
57,_21_2X2_3RP_ENOUGH,650,4,0.6370705366134644,0.49687828135,0.0238691861617,0.008628488130889999,0.226561695682
58,_21_2X2_3RP_ENOUGH,650,4,0.6370705366134644,0.581743086248,0.0241515685004,-0.00490514707803,0.335967076277
59,_11_1X1_3RP_1X1,679,1,0.031017065048217773,54.843347985,0.170621685312,-0.0126590581828,-0.141645387901
60,_11_1X1_3RP_1X1,683,1,0.04261398315429688,1.38123511602,0.0385931117628,0.00866987456965,-0.270257844252
61,_11_1X1_3RP_1X1,692,2,0.02417087554931641,0.987104963746,0.034561138777999996,0.0017810923979000002,0.150517715319
62,_12_1X1_3RP_MORE,698,5,0.033529996871948235,2.0120642162099998,0.0431940345457,-0.0034596232850300002,-0.18225165761300002
63,_11_1X1_3RP_1X1,706,1,0.04390096664428711,26.0615872792,0.0783631760678,0.000142570122117,-0.197932866009
64,_11_1X1_3RP_1X1,717,4,0.04200291633605957,1.5265464598299998,0.0315677325706,-0.0032297642452100003,0.241893710902
65,_11_1X1_3RP_1X1,720,2,0.02880096435546875,6.21856296141,0.0711998508851,0.004732977753770001,0.455475550643
66,_21_2X2_3RP_ENOUGH,723,1,0.4446704387664795,0.6554502662830001,0.027773563913500002,0.0029789525232800005,-0.134852243459
67,_21_2X2_3RP_ENOUGH,723,1,0.4446704387664795,0.518262758068,0.025705444036500002,0.00150323228343,-0.17869647364900001
68,_11_1X1_3RP_1X1,775,1,0.05324006080627442,0.658171813905,0.0213134661809,-0.00386909479162,-0.15521593236
69,_12_1X1_3RP_MORE,786,5,0.024870872497558597,0.218864169257,0.0156323874086,0.00579958914004,-0.156557382859
70,_11_1X1_3RP_1X1,801,1,0.036896944046020515,2.13742443598,0.05021313207880001,-0.008491816473640001,-0.330827499242
71,_11_1X1_3RP_1X1,810,5,0.027261018753051758,0.533772765833,0.0225211521962,0.0037084760714499996,-0.230728028501
72,_11_1X1_3RP_1X1,814,4,0.02010321617126465,0.46677852372199996,0.0199465682063,-0.00456923404757,0.254989631374
73,_11_1X1_3RP_1X1,819,2,0.021100997924804688,1.7222080884400002,0.0433030360004,0.00580250033551,0.228958667236
74,_11_1X1_3RP_1X1,821,5,0.01969599723815918,0.216449262988,0.0148695142954,0.00249954224753,-0.184308609179
75,_11_1X1_3RP_1X1,840,2,0.032649993896484375,3.28888645191,0.054101689968300004,0.00532279856394,0.31677360451299996
76,_11_1X1_3RP_1X1,842,2,0.02408909797668457,0.271870875685,0.0164107108597,-0.00220577126458,0.140858013752
77,_11_1X1_3RP_1X1,858,4,0.041867971420288086,0.288147510392,0.0184070349498,0.00326754541729,0.348193887598
78,_11_1X1_3RP_1X1,876,5,0.024689912796020508,7.10220062858,0.0869575539273,-0.0123488897166,-0.18004429233199998
79,_11_1X1_3RP_1X1,909,1,0.03723716735839844,1.2207709377200002,0.020952608794599998,-0.00249669631035,-0.19846222559300003
80,_12_1X1_3RP_MORE,917,1,0.0830678939819336,3.98331370703,0.0621981818829,-0.0021218527744500002,-0.14660328259400002
81,_11_1X1_3RP_1X1,921,4,0.021881103515625,6.39074557034,0.07813944382589999,-0.00233441677046,0.29530326616700003
82,_12_1X1_3RP_MORE,935,5,0.040836095809936516,0.49690776908600004,0.019007326461900002,0.0005181804995769999,-0.227259436184
83,_11_1X1_3RP_1X1,941,2,0.019632816314697262,4.73522171457,0.0713921113258,-0.0124327055581,0.15767255719599998
84,_11_1X1_3RP_1X1,978,4,0.0401921272277832,0.942808198875,0.0310493035634,-0.0019704899968399996,0.170931727331
