,x,y,track_type,dist_avg,tracks_out_det_no
0,-0.0699561159127,-15.62372062,_11_1X1_3RP_1X1,0.0202123459947,0
1,-0.274445800747,-11.7779131346,_11_1X1_3RP_1X1,0.0278898313099,0
2,0.342401703539,-8.49995143071,_11_1X1_3RP_1X1,0.040097124549599995,0
3,0.358090101494,-8.46417361704,_11_1X1_3RP_1X1,0.06099764235809999,0
4,0.0169305620277,-9.36597812058,_11_1X1_3RP_1X1,0.0522437675265,0
5,-0.49045028281,-8.78896150767,_11_1X1_3RP_1X1,0.03601890956,0
6,-0.342526876745,-10.8855794379,_11_1X1_3RP_1X1,0.06660011778160001,0
7,-0.0347818902073,-14.7277640737,_12_1X1_3RP_MORE,0.0123321260313,0
8,-0.208736192791,-12.2983378842,_11_1X1_3RP_1X1,0.0186382001366,0
9,0.106886690183,-16.3128175836,_11_1X1_3RP_1X1,0.0170743139098,0
10,0.039719775002,-8.44131155577,_11_1X1_3RP_1X1,0.028798897900000002,0
11,-0.112316955779,-15.3964484196,_11_1X1_3RP_1X1,0.0185025750535,0
12,0.322245529442,-11.8543288647,_11_1X1_3RP_1X1,0.0539499966566,0
13,-0.443152498613,-7.33124457558,_12_1X1_3RP_MORE,0.0199627594272,0
14,0.513852766629,-9.80948006183,_11_1X1_3RP_1X1,0.064231144226,0
15,-0.812678272845,-15.6861933828,_21_2X2_3RP_ENOUGH,0.0672172824291,0
16,0.16430691104,-15.5948575755,_21_2X2_3RP_ENOUGH,0.0192440611336,0
17,0.931747966878,-13.5164542033,_21_2X2_3RP_ENOUGH,0.115722500612,0
18,-0.552929208404,-19.6532645645,_21_2X2_3RP_ENOUGH,0.0732086643652,0
19,-0.101577262355,-8.58253867167,_11_1X1_3RP_1X1,0.034561138777999996,0
20,-0.269893661532,-25.9712366732,_11_1X1_3RP_1X1,0.0711998508851,0
21,-0.330877953829,-13.0552420576,_11_1X1_3RP_1X1,0.0433030360004,0
22,-0.303525361803,-18.0624503194,_11_1X1_3RP_1X1,0.054101689968300004,0
23,0.125753712798,-8.03174245881,_11_1X1_3RP_1X1,0.0164107108597,0
24,0.708893524971,-8.99050777875,_11_1X1_3RP_1X1,0.0713921113258,0
