,recoID,eventID,groupID,x,y,z,dx,dy,dz,exec_time[s],dist_max,dist_sum,dist_avg,chi2,chi2_N,dx_dz_angle [mrad],dy_dz_angle [mrad],tracks_in_det_no,tracks_out_det_no
0,7.0,1.0,1.0,0.1485275038591233,11.299567638417626,-212980.0,2.973308280266306e-06,0.00022571290693823885,-0.9999999745224212,0.03743290901184082,0.3161989293718329,1.9451734875078883,0.0670749478450996,116.90979119113534,4.871241299630639,-0.002973308356010242,-0.2257129088557768,29.0,0.0
1,7.0,1.0,5.0,-0.10381230205451357,-11.054421299106815,212980.0,-2.0758593112821808e-06,-0.00022108804877995697,0.9999999755578824,0.02077794075012207,0.11909622375650344,1.5257789854092692,0.05261306846238859,55.75381517309751,2.323075632212396,-0.0020758593620175975,-0.22108805058156128,29.0,0.0
2,7.0,3.0,2.0,0.20066643769700546,-12.563621211942198,-212980.0,4.0137159358817165e-06,-0.00025127204300653174,-0.9999999684231248,0.02086496353149414,0.06006162654646739,0.4760981647772118,0.016417178095765924,7.174420537562495,0.298934189065104,-0.004013716062600774,0.2512720456526764,29.0,0.0
3,7.0,3.0,4.0,0.26753600996989924,21.282583668547957,212980.0,5.207239280113431e-06,0.00042742936423632584,0.9999999086385074,0.05338692665100098,0.10699688181832838,0.9143099079641558,0.030476996932138525,23.35462689925623,0.9341850759702491,0.005207239755807562,0.4274293772570512,30.0,0.0
4,7.0,4.0,1.0,0.408945328196877,5.971591704135473,-212980.0,8.365731175976777e-06,0.00011937243135570408,-0.9999999928401185,0.04788517951965332,0.14531878073143814,0.5525911209466209,0.01905486623953865,13.988172196732451,0.5828405081971855,-0.00836573123567926,-0.11937243164338636,29.0,0.0
5,7.0,4.0,5.0,8.153627486952667,-6.32120028043445,212980.0,0.00016307292659510053,-0.00012642363350961214,0.9999999787121424,0.024477005004882812,2.9137907383811155,36.77823600777364,1.2259412002591215,39932.49267624343,1597.2997070497374,0.16307292862105296,-0.12642363552736022,30.0,0.0
6,7.0,5.0,2.0,0.196560659201674,-7.310640041929892,-212980.0,3.931599615694496e-06,-0.0001462124291078659,-0.999999989303234,0.020407915115356445,0.4766896627453674,3.1552646347362465,0.10517548782454154,323.1137683797285,12.924550735189142,-0.00393159965772964,0.14621242962995262,30.0,0.0
7,7.0,5.0,4.0,0.031879409709236105,7.545529112824938,212980.0,5.611389504629629e-07,0.00015280486679982724,0.9999999883251788,0.032209157943725586,0.08314262959407054,0.8645663455332293,0.030877369483329618,17.95961796917205,0.7808529551813935,0.000561138957014101,0.15280486739449978,28.0,0.0
8,7.0,6.0,4.0,0.04499743411918991,7.695624689140645,212980.0,9.003216955134956e-07,0.00015391286190808977,0.9999999881550101,0.02003192901611328,0.05954461663051586,0.531791949129429,0.01833765341825617,7.851342502092091,0.3271392709205038,0.0009003217061775539,0.1539128625158301,29.0,0.0
9,7.0,7.0,1.0,-0.21749672793921498,11.454412561563318,-212980.0,-4.3429252702556455e-06,0.00023097725447764986,-0.9999999733153231,0.04978799819946289,0.10991729715912561,0.5085658447219135,0.018163065882925482,10.27930730055523,0.4469264043719665,0.004342925386117902,-0.23097725653361983,28.0,0.0
10,7.0,7.0,5.0,-0.21438210310280467,-11.517428416198591,212980.0,-4.287255166867026e-06,-0.00023034819007304802,0.999999973460665,0.026239871978759766,0.11059343769821293,0.7459293291239164,0.02572170100427298,17.740377569211187,0.7391823987171328,-0.004287255280621663,-0.23034819211222196,29.0,0.0
11,7.0,8.0,1.0,-0.22923818033979676,6.510744791342878,-212980.0,-4.539106042017788e-06,0.0001320944693477835,-0.9999999912652238,0.04848003387451172,0.053502032665809614,0.5811249474633146,0.020754462409404092,8.543820722512416,0.371470466196192,0.004539106081634689,-0.13209446973329594,28.0,0.0
12,7.0,8.0,5.0,-0.46006811499464945,-6.890276401131484,212980.0,-9.200974437571008e-06,-0.0001378051576475984,0.9999999904625403,0.021690845489501953,0.19344848395320113,2.2456785228482237,0.07743719044304219,146.00295007775392,6.0834562532397465,-0.009200974525065289,-0.13780515808959087,29.0,0.0
13,7.0,9.0,1.0,0.2571846620056895,7.055175255644518,-212980.0,5.188635170646709e-06,0.0001429812616727525,-0.9999999897647184,0.05156707763671875,0.12167339381243034,1.3256213013808853,0.04734361790646019,42.421114027341126,1.8443962620583099,-0.005188635223707288,-0.14298126216185345,28.0,0.0
14,7.0,9.0,5.0,0.1674029793437754,-7.801178261626227,212980.0,3.3484460618319283e-06,-0.00015602319287671436,0.9999999878227755,0.014227867126464844,0.08532278002386647,0.4486327939001312,0.014954426463337707,7.1350766636124865,0.2854030665444995,0.0033484461025941937,-0.15602319351060728,30.0,0.0
15,7.0,10.0,4.0,0.5354731013708993,17.581194109652994,212980.0,1.0709834001549859e-05,0.00035162422297403554,0.9999999381228507,0.020997047424316406,0.3720554755172633,4.091108978033569,0.1410727233804679,499.4717051559388,20.811321048164118,0.010709834663834421,0.3516242302399811,29.0,0.0
16,7.0,11.0,1.0,0.17392679325725138,16.405505650368355,-212980.0,3.466145702966704e-06,0.00033000839839327016,-0.99999994554122,0.046267032623291016,0.060191207022926824,0.5206235259168767,0.018593697354174165,6.99563896991845,0.30415821608341087,-0.0034661458917148997,-0.3300084043852102,28.0,0.0
17,7.0,12.0,2.0,-0.6271132975901162,-6.437401480119637,-212980.0,-1.2541878018100497e-05,-0.00012874765871678697,-0.9999999916333707,0.02285289764404297,0.16944649568932907,1.6618680387559652,0.05539560129186551,71.64250475734396,2.8657001902937584,0.012541878122376135,0.12874765908259891,30.0,0.0
18,7.0,14.0,2.0,0.26964346451186183,-8.596715865251237,-212980.0,5.3932564076147795e-06,-0.00017193394437845807,-0.9999999852048156,0.019321918487548828,0.1470993302518736,1.456351127527891,0.050219004397513485,68.55242271310559,2.8563509463793992,-0.005393256487356712,0.17193394522805655,29.0,0.0
