,eventID,groupID,rpID
0,187.0,1.0,4.0
1,205.0,1.0,4.0
2,225.0,1.0,4.0
3,291.0,5.0,121.0
4,326.0,5.0,105.0
5,460.0,5.0,121.0
6,473.0,5.0,121.0
7,507.0,1.0,4.0
8,528.0,5.0,121.0
9,538.0,1.0,4.0
10,612.0,5.0,121.0
11,630.0,5.0,121.0
12,683.0,4.0,120.0
13,842.0,5.0,121.0
14,985.0,2.0,5.0
