,single_x,single_y,totem_x,totem_y,diff_x,diff_x [strip],diff_y,diff_y [strip],diff_total,diff_total [strip]
179,0.11337013302334004,11.196956417607385,0.09163811931244137,11.399361854962038,0.021732013710898668,1.0,0.20240543735465266,5.0,0.20356876354357245,5.0
180,-0.08165301726679838,8.54402930605243,-0.0745089710764475,8.75610548646812,0.007144046190350889,1.0,0.21207618041569098,5.0,0.21219647427720983,5.0
181,-0.21226488938241192,13.588792770729889,-0.16445506476201022,13.823582413321738,0.0478098246204017,2.0,0.2347896425918492,6.0,0.2396079205674175,6.0
182,-0.2764073599321469,8.784652368594148,-0.2106947830364332,8.9931905097348,0.06571257689571369,2.0,0.20853814114065194,5.0,0.21864651626008944,5.0
183,-0.22762703425973632,9.422887124627117,-0.18345510004546473,9.639028970714783,0.044171934214271596,1.0,0.21614184608766607,5.0,0.22060928675469277,5.0
184,0.5161856564330248,8.76906239418937,0.4435243716980075,8.99180859362842,0.07266128473501732,2.0,0.22274619943904916,5.0,0.23429795488626,6.0
185,-0.48336316670249785,10.220390049841992,-0.4066495568803452,10.438825078088959,0.07671360982215264,2.0,0.21843502824696692,5.0,0.23151423173791866,5.0
186,0.041290716727124435,10.485029849619304,0.020412730523550415,10.716128474468121,0.02087798620357402,1.0,0.23109862484881738,5.0,0.23203979123187268,5.0
187,-0.18887161172521694,13.501703548700636,-0.10084639795839667,13.743934390435088,0.08802521376682026,2.0,0.24223084173445208,6.0,0.25772896411943225,6.0
188,0.04039788198562849,10.222603954574119,0.06775214262521523,10.449406920535342,0.027354260639586736,1.0,0.22680296596122318,5.0,0.2284465822549031,5.0
189,0.18928853731963793,10.061901896312447,0.11786060435272905,10.253842612227851,0.07142793296690889,2.0,0.19194071591540407,5.0,0.2048003614109191,5.0
190,-0.09823192556341881,16.07108560933054,-0.09284300754375785,16.292082071796465,0.00538891801966096,1.0,0.22099646246592286,5.0,0.22106215610066476,5.0
191,-0.290408520262188,10.944324548837681,-0.1574818192000622,11.169296755787867,0.13292670106212578,3.0,0.22497220695018605,5.0,0.26130825045393624,6.0
192,0.051889920332469294,8.396610217515182,0.05848710574521654,8.609098607615339,0.006597185412747245,1.0,0.21248839010015708,5.0,0.21259077774618235,5.0
193,-0.021300319474480047,9.859140488871287,-0.02344410759311888,10.07856975368256,0.002143788118638832,1.0,0.21942926481127323,5.0,0.21943973679147877,5.0
194,-0.2618125530710058,9.189228921895852,-0.12751030585478418,9.44929157001534,0.13430224721622164,3.0,0.2600626481194883,6.0,0.292693823908616,7.0
195,6.018227523436028,14.765364620437774,3.3119152538252132,15.12146842761534,2.706312269610815,59.0,0.3561038071775666,8.0,2.72964027339362,59.0
196,-0.10486033699600687,21.108829415845186,-0.12433434332755589,21.34937557256204,0.019474006331549013,1.0,0.24054615671685298,6.0,0.24133315237208916,6.0
197,0.029537053482361388,11.54344250979554,0.07206777993409208,11.752874033242573,0.04253072645173069,1.0,0.20943152344703364,5.0,0.21370640071335567,5.0
198,-0.6570479087916921,12.189787033408258,-0.5046666070675698,12.389486462595356,0.15238130172412223,4.0,0.19969942918709727,5.0,0.251196980739798,6.0
199,-0.11820376378012562,10.061164995758272,-0.061917618868935875,10.260880162680634,0.056286144911189745,2.0,0.19971516692236158,5.0,0.207495248157133,5.0
200,0.3973644965607594,8.756974759349088,0.29058706086521546,8.99315287733534,0.10677743569554393,3.0,0.23617811798625254,6.0,0.25919398949289746,6.0
201,-0.20081693039038706,9.309186153923607,-0.058325191541738874,9.518364960110617,0.1424917388486482,4.0,0.20917880618701012,5.0,0.2531001157604123,6.0
202,-0.2434328010318114,10.783618990996573,-0.1152116288659073,11.006320682842574,0.1282211721659041,3.0,0.22270169184600164,5.0,0.25697609332906807,6.0
203,-0.1727086617159424,10.895311382290531,-0.09889697752757343,11.115871716895358,0.07381168418836898,2.0,0.22056033460482638,5.0,0.23258337413434454,5.0
204,0.3838786433435345,8.349275390771531,0.25644504639929444,8.504234195808866,0.12743359694424006,3.0,0.15495880503733517,4.0,0.20062789658655616,5.0
205,-0.11820026744479199,13.684045385467845,0.0049451121654806585,13.930685000592426,0.12314537961027265,3.0,0.24663961512458066,6.0,0.2756735102764853,6.0
206,0.320435955703797,9.542964126275704,0.24105376850356475,9.753530934094801,0.07938218720023227,2.0,0.21056680781909698,5.0,0.22503313578186046,5.0
207,0.04852952403394312,12.6166752176044,0.09219110875799075,12.819212924781738,0.04366158472404763,1.0,0.20253770717733843,5.0,0.20719038783029603,5.0
208,-0.3973731803675126,11.03774492669955,-0.24420990154757316,11.287886729955357,0.15316327881993946,4.0,0.25014180325580604,6.0,0.29330856058925536,7.0
209,0.0629039724592158,13.51924758719027,0.0910407231235677,13.735299014714805,0.028136750664351895,1.0,0.2160514275245351,5.0,0.21787587308680453,5.0
210,0.5814189049628057,21.249366440331993,0.4983396156796509,21.507990235688958,0.08307928928315478,2.0,0.25862379535696434,6.0,0.27164026916610706,6.0
211,-0.036239998634649516,18.50378321198065,-0.0424491570875567,18.726509396962037,0.006209158452907183,1.0,0.2227261849813864,5.0,0.2228127176017026,5.0
212,0.16894452127320692,12.678265246994838,0.14764316553409262,12.872869935322573,0.02130135573911429,1.0,0.19460468832773437,5.0,0.19576703623301583,5.0
213,-0.16854538688300041,10.563415794208712,-0.16206918686590654,10.773013336042574,0.006476200017093869,1.0,0.2095975418338618,5.0,0.20969756963174097,5.0
214,-0.07095626875596484,8.954297271706933,-0.09684787508755655,9.159400210162037,0.02589160633159171,1.0,0.20510293845510397,5.0,0.2067307201200351,5.0
215,0.16444161235868254,8.524468900705632,0.1416320006705032,8.7354159559673,0.022809611688179354,1.0,0.21094705526166813,5.0,0.2121766681540051,5.0
216,-0.15493289867208676,12.572331601696948,-0.16700421204949745,12.7810931931073,0.012071313377410686,1.0,0.2087615914103509,5.0,0.20911030260328625,5.0
217,-0.1475818109733177,10.706467215078483,-0.08994097172949811,10.929047884367298,0.0576408392438196,2.0,0.22258066928881526,5.0,0.22992307559222672,5.0
218,0.4911502738212773,11.591314374826478,0.4826042360379894,11.79295649424174,0.008546037783287885,1.0,0.20164211941526133,5.0,0.20182313812858996,5.0
219,6.704524001537524,11.772486267613044,2.0057034415657773,12.183929720508674,4.698820559971747,101.0,0.41144345289563056,9.0,4.716799801745235,102.0
