,eventID,groupID,RP_hit_in_group,Max_line_no
217476,20105917,2,3,6
217480,20105919,1,3,2
217494,20105927,1,3,3
217517,20105938,5,3,1
217533,20105946,5,3,1
217560,20105959,5,3,1
217562,20105960,5,3,1
217577,20105966,5,3,1
217608,20105981,1,3,1
217665,20106009,1,3,1
217677,20106015,1,3,2
217700,20106025,5,3,2
217703,20106027,2,3,1
217725,20106037,2,3,1
217739,20106043,5,3,1
217750,20106049,2,3,1
217773,20106062,2,3,1
217820,20106086,2,3,1
217853,20106102,5,3,7
217861,20106107,2,3,1
217872,20106112,5,3,1
217879,20106115,2,3,1
217895,20106123,2,3,1
217896,20106123,4,3,1
217899,20106125,5,3,1
217927,20106139,4,3,1
217932,20106142,1,3,2
217954,20106153,4,3,12
218001,20106176,2,3,1
218114,20106230,2,3,1
218134,20106240,2,3,1
218151,20106248,2,3,2
218152,20106248,3,3,3
218159,20106251,4,3,1
218176,20106261,2,3,1
218188,20106265,2,3,1
218211,20106277,4,3,1
218218,20106281,1,3,1
218249,20106295,4,3,1
218276,20106309,2,3,1
218294,20106317,5,3,1
218296,20106318,5,3,1
218301,20106320,5,3,1
218325,20106333,2,3,1
218332,20106337,4,3,1
218354,20106349,4,3,1
218469,20106410,1,3,1
218471,20106411,1,3,1
218485,20106416,6,3,4
218549,20106447,3,3,2
218597,20106470,1,3,1
218696,20106519,2,3,1
218730,20106537,2,3,8
218766,20106554,5,3,1
218769,20106556,1,3,7
218802,20106573,2,3,1
218810,20106575,4,3,5
218854,20106594,4,3,4
218881,20106607,1,3,2
218888,20106610,5,3,1
218944,20106637,1,3,2
218945,20106637,4,3,3
218946,20106637,5,3,3
218957,20106642,5,3,2
218963,20106645,4,3,1
218981,20106655,2,3,1
218982,20106655,4,3,1
218998,20106662,5,3,1
219014,20106670,5,3,1
219049,20106688,2,3,3
219060,20106693,1,3,1
219082,20106704,2,3,3
219083,20106704,3,3,1
219123,20106722,2,3,1
219155,20106736,4,3,1
219184,20106748,2,3,1
219185,20106748,4,3,1
219206,20106758,2,3,3
219231,20106771,1,3,1
219239,20106775,1,3,1
219254,20106782,5,3,1
219271,20106791,1,3,1
219327,20106819,5,3,1
219345,20106828,2,3,1
219373,20106839,2,3,2
219395,20106850,2,3,1
219411,20106857,1,3,1
219440,20106870,2,3,1
219497,20106895,4,3,1
219590,20106941,1,3,1
219700,20106993,1,3,2
219710,20106999,1,3,1
219781,20107033,5,3,3
219800,20107042,2,3,1
219884,20107081,4,3,1
219946,20107112,4,3,1
219963,20107119,5,3,1
219972,20107124,2,3,1
219993,20107134,1,3,4
220078,20107174,5,3,1
220095,20107182,5,3,3
220165,20107215,1,3,2
220296,20107278,2,3,1
220299,20107279,2,3,1
220315,20107286,5,3,3
220319,20107287,5,3,1
220326,20107290,5,3,1
220330,20107292,2,3,1
220334,20107294,1,3,1
220337,20107295,5,3,1
220343,20107297,5,3,4
220353,20107303,1,3,1
220359,20107306,2,3,1
220368,20107310,4,3,4
220371,20107312,1,3,1
220374,20107313,1,3,1
220390,20107322,2,3,1
220392,20107323,1,3,3
220435,20107344,5,3,1
220451,20107351,2,3,1
220488,20107367,2,3,1
220504,20107374,5,3,1
220533,20107387,2,3,1
220586,20107411,5,3,1
220592,20107414,4,3,1
220624,20107430,4,3,3
220700,20107467,5,3,1
220736,20107487,2,3,1
220764,20107500,2,3,1
220808,20107523,2,3,1
220812,20107525,2,3,2
220869,20107554,5,3,1
220872,20107556,1,3,1
220876,20107557,1,3,1
220907,20107572,1,3,1
220919,20107578,2,3,2
220921,20107580,1,3,4
220924,20107581,4,3,1
220951,20107594,4,3,1
220957,20107597,4,3,1
220984,20107612,5,3,1
220989,20107615,1,3,1
221008,20107624,5,3,1
221031,20107635,2,3,1
221034,20107637,2,3,1
221057,20107648,1,3,1
221079,20107658,2,3,1
221139,20107686,5,3,1
221159,20107696,2,3,1
221191,20107712,5,3,1
221225,20107729,1,3,1
221227,20107730,1,3,1
221231,20107731,2,3,1
221239,20107733,5,3,1
221259,20107742,4,3,1
221263,20107744,5,3,1
221281,20107755,1,3,1
221282,20107755,5,3,1
221283,20107756,1,3,1
221296,20107763,1,3,1
221313,20107771,5,3,1
221340,20107785,2,3,1
221345,20107787,5,3,1
221383,20107805,4,3,1
221386,20107808,1,3,1
221399,20107813,4,3,1
221414,20107821,1,3,1
221424,20107826,1,3,1
221429,20107828,2,3,1
221452,20107838,4,3,1
221473,20107848,2,3,1
221521,20107870,4,3,1
221523,20107871,4,3,1
221552,20107884,4,3,1
221560,20107888,5,3,1
221562,20107889,5,3,7
221570,20107894,4,3,2
221571,20107894,5,3,4
221586,20107901,2,3,1
221593,20107904,2,3,1
221598,20107906,5,3,1
221619,20107917,2,3,1
221626,20107920,5,3,1
221672,20107941,2,3,1
221713,20107962,4,3,1
221739,20107977,2,3,1
221747,20107981,2,3,2
221750,20107982,1,3,6
221806,20108011,4,3,1
221821,20108018,4,3,1
221825,20108021,5,3,1
221830,20108023,5,3,1
221831,20108024,2,3,1
221839,20108028,1,3,1
221840,20108028,5,3,1
221881,20108048,5,3,2
221895,20108055,4,3,2
221923,20108069,3,3,3
221924,20108069,5,3,1
221959,20108086,5,3,1
221993,20108102,5,3,1
222012,20108112,1,3,1
222041,20108125,2,3,1
222092,20108153,4,3,5
222111,20108161,4,3,1
222146,20108177,6,3,3
222156,20108184,5,3,1
222175,20108192,6,3,4
222176,20108193,1,3,1
222177,20108193,5,3,1
222217,20108212,5,3,4
222238,20108223,1,3,1
222265,20108238,5,3,2
222305,20108258,1,3,4
222306,20108258,2,3,1
222307,20108258,3,3,3
222332,20108271,2,3,1
222378,20108294,1,3,1
222408,20108309,2,3,2
222409,20108309,4,3,3
222428,20108317,5,3,2
222473,20108339,1,3,1
222494,20108349,2,3,6
222495,20108349,3,3,5
222498,20108350,2,3,1
222500,20108351,1,3,1
222510,20108356,2,3,1
222542,20108372,4,3,1
222559,20108382,1,3,1
222564,20108384,4,3,6
222568,20108386,5,3,1
222571,20108388,1,3,1
222578,20108391,4,3,1
222579,20108392,1,3,1
222596,20108399,1,3,3
222615,20108407,4,3,1
222625,20108414,1,3,3
222667,20108432,4,3,1
222668,20108433,1,3,1
222672,20108435,2,3,1
222683,20108440,2,3,1
222697,20108447,4,3,3
222703,20108450,5,3,2
222704,20108451,2,3,1
222771,20108486,1,3,5
222826,20108511,2,3,1
222830,20108513,1,3,1
222834,20108515,2,3,1
222852,20108527,2,3,1
222890,20108547,2,3,1
222934,20108568,2,3,1
222959,20108578,1,3,1
222976,20108586,4,3,2
222977,20108586,5,3,3
222978,20108586,6,3,2
222995,20108594,4,3,1
222997,20108595,2,3,2
223014,20108603,5,3,4
223025,20108609,2,3,2
223039,20108617,1,3,2
223054,20108622,5,3,1
223082,20108635,1,3,1
223155,20108670,4,3,1
223159,20108671,4,3,1
223187,20108685,5,3,1
223209,20108696,4,3,1
223230,20108707,1,3,1
223348,20108768,1,3,3
223357,20108773,4,3,5
223359,20108773,6,3,2
223364,20108775,5,3,1
223391,20108789,1,3,1
223433,20108810,1,3,1
223466,20108826,5,3,1
223468,20108827,4,3,2
223549,20108866,4,3,1
223550,20108867,2,3,3
223557,20108870,5,3,1
223588,20108884,5,3,1
223598,20108888,4,3,4
223607,20108893,5,3,2
223616,20108898,2,3,1
223636,20108907,2,3,1
223671,20108924,4,3,1
223722,20108948,4,3,1
223729,20108952,2,3,1
223753,20108963,6,3,3
223767,20108971,5,3,1
223777,20108976,1,3,1
223778,20108976,5,3,1
223797,20108985,2,3,1
223803,20108988,2,3,1
223837,20109003,5,3,2
223862,20109016,2,3,6
223885,20109027,4,3,1
223894,20109032,2,3,1
223939,20109053,1,3,4
223947,20109056,5,3,1
223958,20109062,1,3,1
223978,20109072,2,3,1
223981,20109073,5,3,1
223991,20109078,5,3,1
224001,20109083,5,3,8
224011,20109088,5,3,1
224025,20109095,5,3,3
224032,20109099,2,3,1
224035,20109100,4,3,1
224053,20109109,4,3,1
224078,20109123,2,3,3
224089,20109129,2,3,1
224099,20109134,1,3,1
224100,20109134,5,3,1
224115,20109143,2,3,1
224127,20109149,1,3,1
224138,20109154,5,3,1
224140,20109155,5,3,1
224181,20109177,2,3,1
224255,20109212,4,3,1
224263,20109216,4,3,1
224268,20109219,2,3,1
224292,20109231,4,3,1
224359,20109264,2,3,1
224368,20109268,4,3,1
224394,20109282,1,3,1
224401,20109285,4,3,4
224408,20109289,1,3,1
224417,20109294,4,3,1
224442,20109305,2,3,1
224456,20109312,2,3,1
224467,20109316,2,3,1
224478,20109322,4,3,1
224484,20109325,5,3,2
224496,20109332,1,3,1
224517,20109340,5,3,1
224522,20109342,2,3,1
224532,20109346,4,3,1
224535,20109348,1,3,1
224550,20109356,4,3,1
224578,20109370,4,3,1
224585,20109373,4,3,1
224588,20109374,4,3,1
224601,20109382,2,3,1
224609,20109385,2,3,1
224613,20109387,1,3,1
224628,20109394,5,3,4
224665,20109411,2,3,1
224739,20109447,5,3,1
224825,20109489,4,3,3
224852,20109501,2,3,1
224864,20109509,1,3,2
224899,20109527,2,3,2
224907,20109530,4,3,1
224917,20109535,2,3,1
224918,20109535,4,3,1
224950,20109550,5,3,1
224985,20109567,1,3,1
224986,20109567,5,3,1
224987,20109568,1,3,2
225019,20109583,5,3,1
225022,20109585,2,3,2
225063,20109603,1,3,1
225068,20109606,2,3,1
225107,20109625,2,3,1
225115,20109629,1,3,2
225123,20109632,5,3,3
225124,20109632,6,3,2
225133,20109637,2,3,1
225157,20109649,4,3,1
225164,20109653,2,3,1
225175,20109657,4,3,1
225193,20109666,1,3,1
225217,20109678,1,3,2
225219,20109678,4,3,2
225275,20109704,5,3,1
225309,20109722,2,3,1
225310,20109722,4,3,1
225321,20109729,2,3,1
225327,20109732,2,3,1
225369,20109754,2,3,1
225399,20109768,2,3,1
225400,20109768,3,3,1
225404,20109770,1,3,1
225407,20109771,2,3,1
225419,20109776,5,3,1
225424,20109779,1,3,1
225441,20109787,1,3,2
225481,20109806,1,3,1
225491,20109811,4,3,2
225494,20109813,2,3,1
225500,20109816,1,3,1
225517,20109824,4,3,1
225522,20109827,2,3,1
225541,20109836,5,3,2
225543,20109837,2,3,2
225556,20109842,5,3,1
225602,20109866,5,3,1
225619,20109876,2,3,1
225622,20109877,5,3,1
225629,20109881,1,3,1
225647,20109887,2,3,1
225651,20109889,2,3,1
225653,20109890,2,3,1
225662,20109894,5,3,1
225675,20109899,5,3,2
225676,20109899,6,3,2
225711,20109917,5,3,1
225725,20109925,1,3,4
225734,20109929,4,3,1
225743,20109934,1,3,1
225817,20109967,5,3,4
225828,20109972,5,3,1
225884,20110000,4,3,1
225893,20110005,2,3,1
225930,20110022,5,3,1
226001,20110057,1,3,1
226033,20110073,4,3,1
226072,20110092,4,3,3
226074,20110092,6,3,1
226077,20110094,1,3,4
226089,20110099,5,3,1
226158,20110134,4,3,1
226173,20110142,4,3,1
226188,20110149,5,3,1
226219,20110164,4,3,1
226229,20110169,5,3,1
226280,20110195,1,3,1
226291,20110201,1,3,1
226292,20110201,5,3,1
226300,20110205,5,3,1
226338,20110224,1,3,1
226473,20110287,5,3,1
226497,20110300,1,3,1
226531,20110317,5,3,4
226546,20110325,1,3,2
226548,20110325,3,3,2
226563,20110333,2,3,4
226604,20110353,1,3,1
226605,20110353,5,3,1
226638,20110368,5,3,1
226657,20110376,5,3,1
226659,20110377,2,3,2
226731,20110410,5,3,1
226738,20110414,2,3,1
226748,20110419,2,3,1
226777,20110433,2,3,1
226782,20110436,2,3,1
226799,20110445,1,3,1
226839,20110464,1,3,1
226924,20110509,1,3,1
226990,20110541,4,3,1
226997,20110545,2,3,1
227006,20110549,5,3,1
227026,20110560,5,3,1
227072,20110584,2,3,1
227088,20110592,1,3,1
227135,20110613,2,3,1
227181,20110635,5,3,1
227209,20110649,2,3,1
227220,20110654,2,3,1
227297,20110690,2,3,1
227299,20110691,1,3,1
227325,20110703,4,3,1
227402,20110744,2,3,1
227459,20110768,5,3,1
227513,20110795,1,3,2
227527,20110802,2,3,1
227560,20110817,5,3,1
227573,20110823,4,3,3
227582,20110827,5,3,1
227607,20110839,4,3,2
227678,20110874,2,3,1
227694,20110882,2,3,1
227714,20110892,2,3,1
227738,20110903,5,3,1
227746,20110906,2,3,1
227836,20110952,2,3,4
227855,20110960,1,3,1
227898,20110982,4,3,1
227947,20111005,1,3,1
227972,20111018,1,3,1
227973,20111018,5,3,1
228011,20111038,4,3,1
228046,20111056,4,3,1
228059,20111063,2,3,1
228075,20111070,2,3,1
228077,20111072,2,3,1
228097,20111080,4,3,1
228099,20111081,2,3,1
228164,20111112,1,3,1
228166,20111113,2,3,1
228169,20111114,5,3,1
228177,20111118,4,3,1
228209,20111134,5,3,1
228249,20111155,1,3,1
228254,20111157,2,3,1
228264,20111162,1,3,1
228296,20111177,1,3,1
228357,20111208,4,3,1
228359,20111209,4,3,1
228432,20111245,5,3,2
228438,20111248,5,3,1
228442,20111250,4,3,1
228445,20111252,1,3,1
228493,20111272,5,3,1
228496,20111274,2,3,2
228525,20111288,5,3,1
228552,20111300,1,3,1
228596,20111322,2,3,1
228605,20111327,2,3,4
228636,20111341,5,3,1
228665,20111355,5,3,1
228670,20111358,2,3,1
228695,20111369,2,3,1
228704,20111374,1,3,1
228724,20111383,4,3,1
228734,20111387,4,3,2
228773,20111408,1,3,2
228777,20111410,2,3,1
228813,20111428,2,3,1
228826,20111435,1,3,1
228844,20111444,2,3,2
228871,20111457,5,3,1
228885,20111464,4,3,1
228888,20111466,1,3,1
228889,20111466,5,3,1
228891,20111467,4,3,1
228907,20111474,3,3,4
228916,20111479,2,3,1
228934,20111487,2,3,1
228936,20111488,1,3,1
228969,20111504,2,3,2
228975,20111506,5,3,1
229169,20111600,1,3,1
229170,20111600,5,3,2
229195,20111612,5,3,1
229197,20111613,4,3,1
229220,20111625,2,3,1
229222,20111626,2,3,1
229237,20111633,5,3,1
229255,20111641,1,3,1
229261,20111643,5,3,2
229286,20111655,2,3,1
229337,20111680,1,3,1
229386,20111702,5,3,1
229403,20111712,2,3,1
229421,20111720,1,3,1
229437,20111726,2,3,1
229447,20111731,1,3,1
229518,20111764,5,3,1
229533,20111773,1,3,1
229547,20111780,4,3,1
229560,20111787,4,3,6
229583,20111799,2,3,1
229637,20111826,4,3,1
229639,20111827,5,3,1
229687,20111850,1,3,1
229720,20111866,2,3,3
229737,20111875,2,3,1
229753,20111881,2,3,4
229770,20111888,5,3,1
229778,20111892,1,3,1
229834,20111921,4,3,1
229843,20111926,2,3,1
229852,20111930,4,3,1
229871,20111940,4,3,1
229876,20111943,2,3,1
229879,20111944,5,3,1
229917,20111963,1,3,4
229943,20111973,4,3,1
229968,20111985,2,3,2
229972,20111987,1,3,1
229985,20111993,5,3,1
230001,20112000,5,3,1
230041,20112021,1,3,1
230058,20112029,4,3,3
230064,20112032,4,3,1
230073,20112037,1,3,1
230108,20112054,4,3,1
230167,20112084,2,3,1
230182,20112091,4,3,1
230212,20112106,5,3,1
230282,20112137,2,3,1
230312,20112151,5,3,1
230316,20112153,2,3,2
230338,20112164,4,3,3
230346,20112168,2,3,1
230370,20112181,1,3,2
230405,20112197,2,3,2
230411,20112200,5,3,1
230502,20112246,5,3,6
230522,20112256,2,3,3
230593,20112289,1,3,1
230627,20112305,1,3,1
230631,20112307,2,3,1
230637,20112309,5,3,1
230640,20112311,1,3,1
230645,20112313,5,3,1
230672,20112326,1,3,1
230684,20112332,4,3,1
230688,20112334,2,3,1
230733,20112353,5,3,1
230734,20112354,1,3,1
230800,20112390,2,3,1
230817,20112398,5,3,1
230823,20112402,4,3,4
230845,20112412,5,3,3
230871,20112424,1,3,1
230902,20112439,1,3,1
230903,20112439,5,3,1
230905,20112440,4,3,1
230911,20112443,2,3,1
230945,20112458,5,3,1
230953,20112462,5,3,2
230954,20112463,1,3,2
230955,20112463,5,3,1
230983,20112477,4,3,1
231008,20112489,1,3,1
231010,20112490,2,3,1
231029,20112498,2,3,1
231031,20112499,1,3,1
231086,20112527,4,3,1
231091,20112530,1,3,1
231110,20112540,2,3,2
231112,20112541,2,3,1
231118,20112543,4,3,1
231184,20112577,5,3,1
231189,20112581,2,3,1
231193,20112584,1,3,1
231207,20112591,5,3,1
231220,20112598,2,3,4
231323,20112648,1,3,4
231324,20112648,2,3,3
231325,20112648,3,3,2
231369,20112668,5,3,1
231370,20112669,2,3,1
231394,20112680,4,3,1
231502,20112733,4,3,1
231510,20112737,3,3,3
231552,20112757,5,3,1
231561,20112763,2,3,1
231613,20112787,2,3,1
231625,20112793,1,3,1
231677,20112819,1,3,2
231685,20112822,1,3,1
231687,20112823,1,3,2
231696,20112827,4,3,1
231699,20112829,2,3,4
231700,20112829,4,3,1
231724,20112840,1,3,1
231771,20112861,2,3,1
231787,20112870,1,3,1
231788,20112870,5,3,1
231800,20112875,4,3,3
231857,20112902,4,3,1
231895,20112921,1,3,1
231981,20112963,2,3,1
231996,20112971,1,3,2
232042,20112993,2,3,1
232045,20112994,5,3,1
232087,20113015,5,3,1
232089,20113016,4,3,1
232090,20113017,2,3,1
232116,20113031,1,3,1
232130,20113037,2,3,2
232132,20113038,2,3,2
232178,20113061,1,3,2
232191,20113068,5,3,1
232273,20113109,4,3,1
232282,20113113,3,3,1
232294,20113119,2,3,1
232311,20113126,4,3,1
232314,20113128,1,3,1
232326,20113134,1,3,1
232348,20113144,2,3,1
232376,20113160,2,3,1
232433,20113186,5,3,1
232449,20113193,5,3,1
232460,20113199,1,3,1
232465,20113201,5,3,1
232475,20113206,2,3,1
232478,20113207,4,3,1
232492,20113214,4,3,1
232513,20113222,6,3,2
232534,20113231,4,3,1
232544,20113236,5,3,1
232548,20113238,5,3,1
232565,20113246,5,3,3
232593,20113259,1,3,1
232644,20113283,2,3,1
232654,20113287,4,3,1
232684,20113303,2,3,1
232685,20113303,4,3,1
232701,20113311,4,3,1
232749,20113335,5,3,2
232752,20113338,1,3,1
232771,20113347,1,3,1
232785,20113354,2,3,1
232787,20113355,1,3,1
232796,20113358,4,3,1
232814,20113368,2,3,1
232827,20113374,4,3,2
232828,20113375,2,3,5
232831,20113376,5,3,1
232866,20113394,1,3,1
232890,20113406,2,3,1
232921,20113421,1,3,1
232937,20113427,4,3,1
232969,20113443,2,3,1
232986,20113451,1,3,1
233051,20113484,1,3,1
233055,20113486,2,3,1
233060,20113488,4,3,1
233063,20113490,2,3,1
233083,20113499,5,3,1
233117,20113515,1,3,2
233121,20113517,1,3,1
233149,20113531,5,3,2
233205,20113557,4,3,1
233221,20113564,5,3,1
233231,20113570,5,3,1
233286,20113597,4,3,1
233312,20113610,5,3,1
233350,20113631,5,3,1
233440,20113674,2,3,1
233454,20113680,3,3,1
233468,20113686,5,3,3
233482,20113692,5,3,6
233493,20113698,5,3,1
233506,20113704,4,3,1
233511,20113707,1,3,1
233550,20113727,4,3,2
233553,20113729,1,3,1
233554,20113729,5,3,1
233611,20113760,2,3,1
233622,20113765,4,3,11
233635,20113773,2,3,1
233638,20113774,4,3,1
233652,20113781,2,3,2
233656,20113783,1,3,1
233658,20113784,2,3,2
233670,20113789,5,3,3
233696,20113801,1,3,5
233698,20113801,5,3,1
233722,20113814,2,3,2
233772,20113838,5,3,1
233775,20113840,1,3,1
233779,20113842,1,3,1
233809,20113856,2,3,1
233843,20113874,2,3,1
233889,20113899,2,3,1
233898,20113903,2,3,1
233907,20113907,5,3,1
233917,20113913,1,3,1
233946,20113927,2,3,4
233952,20113929,5,3,1
233957,20113932,2,3,1
233961,20113934,1,3,2
234001,20113953,1,3,1
234024,20113963,5,3,1
234044,20113973,5,3,8
234111,20114008,1,3,3
234157,20114029,4,3,1
234164,20114033,2,3,1
234186,20114042,1,3,1
234200,20114048,5,3,1
234210,20114053,5,3,1
234217,20114057,1,3,1
234235,20114065,4,3,1
234250,20114073,2,3,3
234278,20114086,1,3,2
234294,20114094,2,3,3
234302,20114097,5,3,1
234340,20114116,2,3,1
234367,20114130,2,3,1
234378,20114135,5,3,1
234437,20114164,2,3,1
234456,20114173,5,3,1
234466,20114177,5,3,3
234552,20114218,5,3,3
234571,20114226,6,3,2
234572,20114227,2,3,4
234580,20114231,2,3,1
234620,20114251,2,3,6
234643,20114261,5,3,1
234651,20114265,5,3,1
234659,20114269,5,3,1
234661,20114270,5,3,1
234675,20114278,4,3,1
234694,20114288,2,3,1
234711,20114295,5,3,1
234760,20114320,4,3,1
234835,20114354,5,3,1
234843,20114358,5,3,1
234844,20114359,2,3,1
234847,20114360,4,3,1
234927,20114400,2,3,1
234930,20114401,4,3,1
234935,20114404,1,3,3
234978,20114423,4,3,1
235026,20114445,2,3,1
235051,20114457,5,3,1
235071,20114467,1,3,1
235078,20114470,2,3,1
235106,20114483,5,3,1
235135,20114498,2,3,1
235140,20114500,5,3,1
235147,20114504,1,3,4
235153,20114506,1,3,2
235155,20114506,3,3,4
235264,20114558,2,3,1
235275,20114563,2,3,1
235329,20114590,2,3,4
235332,20114592,2,3,1
235345,20114599,1,3,1
235370,20114613,1,3,1
235390,20114622,1,3,1
235426,20114641,4,3,1
235443,20114651,2,3,2
235444,20114651,3,3,6
235456,20114658,1,3,1
235458,20114659,1,3,1
235468,20114664,1,3,1
235495,20114677,5,3,1
235515,20114688,2,3,3
235537,20114698,2,3,1
235541,20114700,2,3,1
235564,20114712,2,3,3
235584,20114721,2,3,1
235607,20114732,5,3,1
235612,20114735,2,3,1
235623,20114740,4,3,1
235641,20114749,2,3,4
235647,20114751,5,3,1
235657,20114758,5,3,1
235676,20114768,4,3,3
235678,20114768,6,3,3
235695,20114777,4,3,1
235713,20114786,1,3,1
235726,20114792,2,3,1
235752,20114805,4,3,1
235765,20114812,2,3,1
235808,20114833,2,3,1
235810,20114834,1,3,1
235862,20114858,6,3,3
235871,20114862,5,3,1
235880,20114867,2,3,1
235891,20114873,2,3,1
235908,20114881,1,3,1
235978,20114914,2,3,1
235985,20114916,5,3,1
235990,20114918,5,3,1
236051,20114947,2,3,1
236053,20114948,1,3,2
236055,20114949,2,3,1
236078,20114959,2,3,4
236089,20114965,2,3,1
236112,20114978,1,3,1
236187,20115016,2,3,2
236223,20115031,2,3,1
236228,20115033,5,3,1
236231,20115035,2,3,1
236238,20115038,5,3,2
236261,20115050,2,3,1
236285,20115062,1,3,1
236288,20115063,5,3,1
236304,20115072,5,3,1
236309,20115075,2,3,1
236311,20115076,2,3,1
236326,20115083,2,3,1
236348,20115094,5,3,2
236377,20115108,2,3,3
236391,20115115,4,3,3
236415,20115127,5,3,1
236418,20115129,2,3,1
236425,20115132,5,3,1
236473,20115158,2,3,1
236486,20115164,5,3,1
236502,20115171,2,3,1
236508,20115174,1,3,1
236514,20115177,2,3,1
236529,20115184,4,3,2
236537,20115188,4,3,1
236599,20115216,2,3,1
236637,20115235,2,3,1
236681,20115256,5,3,1
236720,20115275,5,3,1
236729,20115281,2,3,1
236760,20115298,5,3,1
236781,20115310,1,3,3
236801,20115319,4,3,1
236809,20115323,2,3,3
236816,20115327,2,3,1
236831,20115334,4,3,1
236877,20115355,2,3,1
236881,20115357,2,3,1
236884,20115358,5,3,2
236893,20115362,2,3,1
236895,20115363,2,3,1
236911,20115371,2,3,2
236988,20115408,5,3,1
237010,20115419,1,3,1
237019,20115423,2,3,1
237111,20115466,2,3,1
237145,20115481,4,3,1
237146,20115482,2,3,4
237184,20115500,1,3,7
237186,20115501,1,3,1
237192,20115504,1,3,1
237207,20115511,5,3,4
237214,20115515,1,3,2
237254,20115534,1,3,1
237257,20115535,5,3,1
237264,20115539,1,3,1
237292,20115552,5,3,3
237312,20115563,1,3,2
237353,20115583,4,3,1
237363,20115588,4,3,2
237381,20115598,2,3,1
237397,20115605,4,3,1
237399,20115606,5,3,1
237411,20115612,4,3,1
237414,20115614,2,3,1
237420,20115616,2,3,1
237432,20115623,1,3,1
237433,20115623,2,3,1
237451,20115632,1,3,1
237469,20115639,2,3,2
237472,20115640,5,3,1
237482,20115645,5,3,4
237517,20115662,1,3,1
237571,20115687,2,3,1
237631,20115714,5,3,1
237675,20115738,1,3,1
237682,20115741,4,3,1
237725,20115762,2,3,1
237760,20115780,5,3,1
237833,20115817,2,3,6
237856,20115826,4,3,1
237893,20115844,5,3,1
237895,20115845,5,3,1
237912,20115852,5,3,1
237913,20115853,2,3,1
237923,20115856,5,3,1
237937,20115863,6,3,4
237944,20115867,1,3,5
237990,20115887,5,3,1
237995,20115889,5,3,1
237996,20115890,1,3,1
238000,20115892,1,3,1
238011,20115897,4,3,1
238024,20115903,5,3,1
238026,20115904,5,3,2
238036,20115909,2,3,2
238051,20115916,5,3,1
238053,20115918,1,3,1
238077,20115930,1,3,1
238085,20115933,4,3,8
238178,20115981,2,3,2
238210,20115998,1,3,3
238225,20116004,5,3,2
238238,20116011,1,3,1
238241,20116012,5,3,1
238280,20116032,4,3,1
238284,20116034,2,3,1
238296,20116039,5,3,1
238305,20116045,1,3,1
238327,20116055,5,3,1
238358,20116070,1,3,1
238404,20116090,4,3,1
238405,20116091,2,3,1
238413,20116095,1,3,1
238455,20116113,5,3,1
238464,20116117,5,3,1
238468,20116119,4,3,1
238495,20116131,4,3,1
238498,20116132,2,3,2
238554,20116159,4,3,1
238584,20116175,2,3,1
238610,20116189,4,3,1
238625,20116196,4,3,1
238631,20116200,5,3,1
238636,20116203,1,3,1
238639,20116204,1,3,4
238690,20116229,2,3,1
238697,20116232,1,3,1
238704,20116235,4,3,1
238714,20116240,4,3,3
238715,20116240,5,3,4
238740,20116253,2,3,1
238761,20116263,4,3,2
238771,20116269,5,3,1
238790,20116278,2,3,3
238819,20116290,1,3,2
238851,20116306,2,3,1
238908,20116334,2,3,2
238927,20116343,2,3,3
238993,20116374,4,3,1
239002,20116379,1,3,4
239007,20116381,5,3,1
239018,20116387,2,3,1
239029,20116391,5,3,1
239057,20116405,5,3,1
239070,20116412,2,3,2
239082,20116418,2,3,1
239097,20116425,5,3,1
239104,20116428,5,3,1
239129,20116440,4,3,1
239143,20116446,5,3,1
239153,20116451,4,3,2
239170,20116462,1,3,1
239186,20116469,2,3,2
239195,20116473,5,3,1
239231,20116491,5,3,1
239266,20116508,2,3,2
239284,20116517,1,3,1
239333,20116541,5,3,1
239334,20116542,2,3,1
239347,20116548,5,3,2
239350,20116550,2,3,1
239362,20116555,6,3,1
239391,20116569,5,3,2
239397,20116572,2,3,1
239399,20116573,2,3,1
239414,20116580,2,3,1
239424,20116585,1,3,1
239428,20116587,2,3,1
239473,20116608,1,3,12
239517,20116629,4,3,1
239524,20116634,2,3,1
239528,20116636,2,3,1
239550,20116648,1,3,2
239566,20116655,1,3,1
239608,20116675,1,3,1
239620,20116681,5,3,1
239639,20116690,4,3,1
239659,20116701,2,3,1
239662,20116702,5,3,1
239687,20116715,2,3,1
239712,20116727,5,3,1
239728,20116734,4,3,1
239742,20116742,1,3,3
239752,20116746,1,3,1
239870,20116806,2,3,2
239871,20116806,4,3,2
239877,20116809,2,3,2
239892,20116816,5,3,1
239895,20116818,2,3,1
239984,20116860,3,3,2
239994,20116865,2,3,1
240012,20116873,2,3,1
240043,20116888,2,3,1
240084,20116908,5,3,1
240156,20116943,2,3,2
240167,20116948,5,3,1
240169,20116949,4,3,1
240181,20116955,4,3,3
240185,20116957,1,3,1
240199,20116964,1,3,4
240200,20116964,5,3,2
240267,20116999,1,3,2
240272,20117001,5,3,1
240297,20117016,1,3,1
240343,20117039,1,3,1
240348,20117041,4,3,1
240379,20117056,2,3,1
240432,20117081,2,3,1
240436,20117083,1,3,1
240456,20117094,2,3,1
240480,20117105,2,3,1
240527,20117128,5,3,1
240535,20117132,2,3,4
240536,20117132,3,3,3
240743,20117233,5,3,1
240745,20117234,4,3,1
