,eventID,groupID,RP_hit_in_group,Max_line_no
84089,20040882,5,3,1
84094,20040884,5,3,1
84097,20040886,2,3,1
84098,20040886,4,3,1
84101,20040888,1,3,1
84105,20040890,2,3,2
84139,20040906,2,3,1
84142,20040907,5,3,1
84178,20040925,1,3,4
84179,20040925,2,3,6
84200,20040935,2,3,1
84206,20040937,2,3,1
84334,20041002,2,3,1
84364,20041017,5,3,1
84414,20041042,4,3,2
84463,20041068,2,3,1
84464,20041068,4,3,2
84512,20041092,1,3,1
84514,20041093,2,3,1
84542,20041105,2,3,4
84602,20041134,5,3,1
84605,20041135,5,3,1
84634,20041150,4,3,1
84691,20041183,1,3,1
84696,20041185,4,3,1
84700,20041187,4,3,4
84767,20041221,1,3,2
84775,20041225,1,3,1
84780,20041227,4,3,6
84814,20041242,2,3,1
84816,20041243,2,3,2
84853,20041261,5,3,1
84856,20041263,2,3,2
84862,20041266,2,3,1
84865,20041266,5,3,1
84883,20041274,5,3,1
84901,20041282,2,3,4
84910,20041286,2,3,1
84939,20041298,1,3,2
84959,20041308,4,3,1
84965,20041311,1,3,1
85030,20041344,4,3,1
85037,20041348,1,3,1
85051,20041354,2,3,2
85063,20041360,2,3,1
85068,20041362,5,3,1
85070,20041363,5,3,1
85085,20041371,2,3,1
85125,20041390,2,3,1
85151,20041402,5,3,1
85178,20041415,5,3,1
85186,20041419,5,3,1
85234,20041443,2,3,1
85235,20041443,4,3,2
85252,20041450,4,3,1
85285,20041467,5,3,1
85292,20041471,2,3,4
85299,20041474,1,3,1
85300,20041474,5,3,1
85346,20041495,1,3,1
85361,20041502,5,3,1
85370,20041507,1,3,1
85392,20041518,5,3,1
85394,20041519,4,3,1
85397,20041521,2,3,1
85405,20041525,2,3,1
85420,20041531,4,3,1
85494,20041564,5,3,2
85503,20041568,2,3,4
85511,20041571,2,3,3
85517,20041573,5,3,1
85531,20041580,5,3,1
85566,20041597,5,3,1
85592,20041609,5,3,1
85602,20041614,2,3,1
85604,20041614,5,3,1
85616,20041620,4,3,1
85631,20041629,2,3,1
85641,20041634,1,3,1
85642,20041634,5,3,1
85653,20041639,3,3,3
85698,20041661,1,3,1
85701,20041662,5,3,1
85719,20041672,5,3,1
85720,20041673,2,3,1
85788,20041703,2,3,2
85809,20041713,1,3,1
85883,20041747,1,3,1
85896,20041753,4,3,1
85930,20041768,5,3,2
85982,20041796,1,3,1
85995,20041801,5,3,1
86032,20041819,1,3,1
86052,20041828,4,3,2
86095,20041848,2,3,1
86125,20041862,2,3,10
86161,20041878,2,3,1
86166,20041880,5,3,1
86193,20041895,1,3,1
86245,20041921,2,3,1
86278,20041937,1,3,1
86288,20041941,4,3,1
86300,20041947,4,3,1
86310,20041953,1,3,2
86314,20041955,2,3,2
86348,20041972,4,3,1
86371,20041984,1,3,1
86402,20041999,2,3,1
86407,20042002,2,3,1
86418,20042006,4,3,2
86423,20042008,1,3,1
86431,20042012,2,3,1
86446,20042020,2,3,1
86449,20042021,4,3,1
86456,20042024,5,3,4
86460,20042026,4,3,1
86477,20042034,4,3,1
86484,20042038,2,3,1
86586,20042090,5,3,1
86615,20042105,1,3,2
86619,20042107,2,3,1
86620,20042107,4,3,1
86648,20042121,2,3,3
86653,20042123,2,3,1
86715,20042151,4,3,1
86718,20042153,2,3,1
86728,20042159,2,3,1
86737,20042163,5,3,1
86764,20042178,4,3,1
86768,20042180,5,3,4
86777,20042184,2,3,1
86791,20042192,1,3,2
86800,20042196,2,3,2
86821,20042207,2,3,2
86841,20042216,1,3,1
86846,20042218,1,3,1
86865,20042227,4,3,1
86873,20042231,4,3,1
86904,20042247,1,3,1
86906,20042248,2,3,2
86915,20042252,1,3,1
86918,20042253,5,3,1
86927,20042258,5,3,1
86930,20042260,2,3,1
86981,20042282,4,3,1
86991,20042286,4,3,1
87022,20042301,2,3,1
87154,20042365,5,3,1
87157,20042367,1,3,1
87179,20042379,1,3,1
87224,20042402,2,3,2
87321,20042454,2,3,1
87333,20042461,1,3,1
87334,20042461,5,3,2
87337,20042463,2,3,1
87350,20042467,2,3,1
87353,20042468,5,3,1
87372,20042479,5,3,1
87388,20042487,4,3,3
87462,20042527,4,3,2
87468,20042530,5,3,1
87473,20042533,1,3,1
87505,20042548,4,3,1
87512,20042551,5,3,1
87606,20042600,5,3,1
87628,20042611,5,3,1
87692,20042643,1,3,1
87753,20042673,5,3,2
87754,20042674,2,3,1
87788,20042690,5,3,1
87804,20042698,4,3,1
87816,20042704,5,3,1
87946,20042765,1,3,1
87947,20042765,5,3,1
87969,20042775,2,3,1
87994,20042787,1,3,1
88010,20042794,1,3,1
88104,20042844,4,3,2
88119,20042851,1,3,3
88139,20042861,1,3,1
88151,20042867,1,3,1
88153,20042867,5,3,2
88165,20042873,2,3,1
88181,20042881,1,3,3
88183,20042881,3,3,4
88184,20042881,4,3,4
88208,20042893,4,3,1
88247,20042913,2,3,1
88248,20042913,4,3,1
88254,20042916,4,3,2
88259,20042919,1,3,1
88281,20042930,2,3,1
88317,20042948,2,3,1
88360,20042967,2,3,4
88369,20042971,5,3,1
88379,20042976,4,3,1
88405,20042987,1,3,1
88418,20042993,2,3,1
88455,20043011,4,3,1
88464,20043016,2,3,1
88468,20043017,6,3,1
88473,20043021,2,3,1
88475,20043022,2,3,1
88480,20043024,5,3,1
88503,20043036,5,3,1
88554,20043061,2,3,2
88560,20043064,1,3,2
88564,20043065,5,3,1
88565,20043066,1,3,1
88573,20043070,2,3,1
88581,20043074,2,3,1
88590,20043078,2,3,2
88591,20043078,3,3,1
88616,20043088,5,3,1
88618,20043089,4,3,1
88652,20043105,4,3,1
88661,20043110,2,3,1
88667,20043113,2,3,1
88668,20043113,4,3,1
88669,20043114,2,3,4
88677,20043117,4,3,1
88710,20043131,4,3,2
88726,20043138,4,3,1
88757,20043155,2,3,2
88781,20043166,1,3,2
88808,20043180,1,3,1
88849,20043201,5,3,3
88850,20043201,6,3,3
88865,20043209,2,3,1
88877,20043215,2,3,1
88920,20043236,5,3,1
88932,20043244,1,3,1
88971,20043262,1,3,1
88998,20043276,5,3,1
89008,20043281,2,3,1
89034,20043292,5,3,2
89040,20043294,4,3,1
89130,20043340,2,3,1
89144,20043347,2,3,1
89161,20043355,5,3,1
89196,20043372,5,3,1
89214,20043380,5,3,1
89221,20043383,2,3,2
89226,20043385,2,3,3
89252,20043396,5,3,1
89257,20043399,2,3,1
89259,20043400,2,3,1
89296,20043421,1,3,2
89308,20043426,5,3,1
89343,20043444,5,3,3
89344,20043444,6,3,1
89359,20043453,1,3,1
89371,20043459,2,3,1
89372,20043459,4,3,1
89376,20043461,4,3,5
89381,20043462,5,3,1
89398,20043471,2,3,5
89402,20043472,5,3,3
89423,20043483,5,3,1
89424,20043484,2,3,1
89425,20043484,4,3,1
89428,20043486,1,3,6
89454,20043498,5,3,1
89470,20043506,5,3,1
89475,20043509,1,3,2
89500,20043520,2,3,1
89503,20043521,2,3,1
89620,20043580,1,3,1
89629,20043584,2,3,2
89639,20043588,1,3,1
89675,20043607,1,3,1
89685,20043612,2,3,1
89703,20043622,2,3,1
89761,20043649,2,3,1
89762,20043649,4,3,1
89777,20043657,2,3,1
89820,20043675,5,3,1
89823,20043677,2,3,2
89830,20043680,5,3,1
89935,20043730,2,3,1
89975,20043751,1,3,2
90011,20043767,1,3,1
90018,20043770,2,3,1
90038,20043779,5,3,1
90097,20043808,2,3,1
90134,20043826,2,3,1
90169,20043842,2,3,1
90209,20043863,1,3,1
90211,20043863,5,3,2
90230,20043873,4,3,1
90242,20043879,5,3,1
90253,20043885,2,3,1
90257,20043887,2,3,1
90268,20043891,4,3,3
90289,20043902,2,3,2
90290,20043902,3,3,2
90311,20043912,4,3,1
90313,20043913,5,3,1
90352,20043932,4,3,1
90373,20043944,5,3,1
90409,20043962,2,3,1
90429,20043972,1,3,1
90481,20043994,6,3,2
90490,20043999,2,3,1
90504,20044006,5,3,1
90522,20044014,5,3,1
90532,20044019,4,3,1
90573,20044038,2,3,4
90608,20044053,2,3,1
90616,20044056,4,3,1
90651,20044073,2,3,1
90661,20044078,1,3,3
90670,20044081,5,3,1
90732,20044112,1,3,1
90743,20044116,5,3,2
90780,20044135,2,3,1
90798,20044143,5,3,1
90805,20044147,5,3,7
90833,20044163,2,3,1
90840,20044165,6,3,2
90859,20044175,2,3,1
90891,20044190,2,3,1
90892,20044190,4,3,1
90933,20044211,2,3,1
90963,20044226,4,3,1
90972,20044230,5,3,4
90974,20044231,2,3,1
90986,20044238,2,3,1
90998,20044244,1,3,1
90999,20044244,5,3,1
91004,20044247,1,3,1
91007,20044248,5,3,2
91016,20044252,5,3,1
91037,20044263,2,3,1
91071,20044281,2,3,1
91101,20044296,2,3,1
91137,20044313,5,3,1
91141,20044315,4,3,1
91145,20044317,5,3,1
91164,20044326,2,3,1
91184,20044337,1,3,1
91200,20044345,5,3,2
91217,20044353,5,3,2
91241,20044364,5,3,1
91296,20044388,4,3,1
91303,20044391,2,3,1
91309,20044394,2,3,1
91315,20044397,1,3,1
91335,20044404,4,3,1
91393,20044433,1,3,1
91415,20044443,6,3,1
91423,20044447,5,3,1
91424,20044448,1,3,1
91447,20044459,1,3,1
91463,20044466,4,3,2
91470,20044470,1,3,1
91497,20044483,4,3,1
91520,20044494,2,3,1
91538,20044502,5,3,1
91550,20044507,2,3,3
91556,20044509,5,3,1
91569,20044517,2,3,1
91573,20044520,2,3,1
91583,20044525,2,3,1
91584,20044525,4,3,1
91597,20044531,2,3,2
91598,20044531,4,3,1
91615,20044539,5,3,3
91636,20044547,3,3,3
91637,20044547,4,3,4
91657,20044557,6,3,1
91658,20044558,1,3,1
91707,20044581,4,3,1
91714,20044586,2,3,1
91767,20044613,2,3,1
91781,20044620,2,3,1
91857,20044658,4,3,1
91864,20044662,2,3,1
91873,20044666,1,3,1
91879,20044669,2,3,1
91883,20044672,2,3,1
91895,20044677,4,3,1
91899,20044679,2,3,1
91927,20044692,4,3,2
91947,20044702,2,3,2
91963,20044710,2,3,1
91967,20044711,4,3,1
91985,20044721,5,3,1
91992,20044725,2,3,1
92028,20044742,1,3,1
92075,20044764,4,3,1
92129,20044788,4,3,1
92130,20044789,2,3,2
92139,20044793,4,3,1
92181,20044817,2,3,1
92210,20044834,1,3,1
92214,20044835,5,3,1
92215,20044836,1,3,1
92216,20044836,5,3,1
92232,20044844,2,3,1
92241,20044848,5,3,1
92258,20044855,2,3,1
92273,20044862,1,3,3
92279,20044864,3,3,1
92352,20044899,5,3,1
92356,20044901,5,3,2
92380,20044913,5,3,2
92385,20044915,4,3,1
92393,20044919,4,3,1
92407,20044926,4,3,1
92421,20044933,5,3,1
92426,20044936,1,3,1
92438,20044942,2,3,1
92443,20044944,2,3,1
92449,20044946,5,3,1
92468,20044955,2,3,1
92508,20044972,4,3,1
92519,20044977,1,3,1
92528,20044981,5,3,1
92531,20044983,1,3,1
92595,20045014,2,3,1
92600,20045016,4,3,1
92614,20045024,4,3,1
92629,20045031,2,3,2
92636,20045034,5,3,1
92637,20045035,2,3,1
92638,20045035,4,3,1
92696,20045066,3,3,2
92718,20045078,2,3,1
92720,20045079,2,3,2
92747,20045091,4,3,1
92789,20045111,5,3,1
92806,20045121,2,3,1
92843,20045140,5,3,1
92848,20045143,1,3,1
92855,20045146,1,3,2
92864,20045150,4,3,1
92893,20045164,4,3,1
92897,20045166,5,3,1
92905,20045169,5,3,1
92912,20045173,1,3,1
92926,20045180,2,3,1
92945,20045189,4,3,1
92954,20045192,5,3,1
92972,20045200,2,3,1
93034,20045234,2,3,1
93049,20045241,5,3,1
93072,20045252,5,3,1
93078,20045255,5,3,1
93089,20045261,1,3,1
93093,20045264,1,3,1
93098,20045266,4,3,2
93147,20045292,1,3,1
93148,20045292,5,3,1
93159,20045298,2,3,1
93180,20045308,1,3,1
93231,20045335,2,3,1
93237,20045338,2,3,1
93244,20045341,4,3,1
93251,20045345,2,3,1
93258,20045348,4,3,1
93279,20045359,1,3,1
93282,20045360,4,3,1
93297,20045366,5,3,1
93307,20045371,5,3,3
93314,20045375,2,3,1
93319,20045377,5,3,1
93328,20045383,2,3,1
93359,20045399,2,3,1
93361,20045400,1,3,1
93376,20045409,1,3,1
93383,20045412,4,3,1
93392,20045417,2,3,1
93424,20045432,1,3,1
93447,20045444,4,3,1
93456,20045450,1,3,1
93461,20045452,5,3,1
93496,20045469,4,3,2
93529,20045485,2,3,1
93532,20045486,5,3,1
93533,20045487,2,3,1
93537,20045489,1,3,1
93548,20045494,4,3,4
93570,20045505,1,3,1
93575,20045507,4,3,1
93584,20045513,1,3,4
93621,20045531,4,3,2
93624,20045533,2,3,2
93693,20045567,1,3,1
93704,20045572,2,3,1
93746,20045591,2,3,1
93754,20045596,2,3,1
93760,20045599,1,3,1
93766,20045602,2,3,1
93787,20045613,5,3,2
93800,20045620,2,3,1
93808,20045624,2,3,1
93814,20045627,1,3,1
93817,20045628,4,3,3
93829,20045634,1,3,1
93848,20045643,1,3,1
93849,20045643,5,3,1
93852,20045645,2,3,1
93853,20045645,4,3,1
93855,20045647,1,3,1
93856,20045647,5,3,1
93887,20045661,6,3,3
93903,20045668,5,3,1
93910,20045672,1,3,1
93925,20045679,4,3,1
93988,20045712,5,3,1
93995,20045716,1,3,3
94041,20045735,3,3,4
94045,20045737,1,3,1
94063,20045744,5,3,2
94066,20045746,1,3,4
94067,20045746,5,3,1
94093,20045758,1,3,1
94123,20045772,2,3,1
94136,20045777,1,3,1
94208,20045813,5,3,1
94216,20045817,2,3,1
94229,20045823,4,3,1
94279,20045849,2,3,1
94284,20045851,4,3,3
94291,20045853,5,3,1
94312,20045863,5,3,2
94326,20045869,1,3,1
94331,20045871,5,3,1
94332,20045872,1,3,1
94387,20045898,5,3,1
94397,20045904,2,3,1
94421,20045915,4,3,1
94438,20045925,1,3,1
94446,20045929,2,3,1
94472,20045942,2,3,2
94504,20045956,5,3,5
94516,20045962,1,3,1
94569,20045986,1,3,1
94570,20045986,5,3,3
94618,20046011,2,3,1
94635,20046019,2,3,1
94649,20046026,1,3,1
94670,20046037,5,3,1
94686,20046046,1,3,1
94691,20046048,5,3,1
94705,20046055,4,3,2
94711,20046057,5,3,1
94712,20046058,1,3,1
94719,20046061,4,3,1
94736,20046069,2,3,1
94754,20046078,1,3,1
94802,20046101,1,3,1
94834,20046118,2,3,5
94859,20046128,5,3,5
94916,20046155,4,3,6
94929,20046161,5,3,1
94976,20046185,4,3,1
95018,20046206,2,3,1
95027,20046210,1,3,1
95028,20046210,5,3,1
95045,20046218,5,3,1
95076,20046236,4,3,1
95088,20046242,1,3,1
95095,20046245,5,3,1
95104,20046252,1,3,1
95116,20046257,5,3,6
95137,20046268,1,3,1
95149,20046273,4,3,1
95157,20046277,4,3,1
95164,20046281,2,3,1
95198,20046296,5,3,1
95225,20046310,2,3,1
95302,20046348,1,3,1
95303,20046348,5,3,1
95305,20046349,4,3,1
95317,20046355,3,3,10
95349,20046370,2,3,1
95370,20046383,1,3,1
95383,20046390,2,3,1
95384,20046390,4,3,1
95419,20046409,1,3,2
95508,20046451,2,3,1
95528,20046460,5,3,1
95531,20046462,2,3,1
95548,20046469,5,3,1
95572,20046480,4,3,2
95586,20046488,5,3,5
95590,20046491,5,3,1
95677,20046533,4,3,1
95700,20046545,5,3,1
95743,20046565,5,3,3
95757,20046572,2,3,1
95794,20046592,2,3,1
95818,20046604,1,3,1
95820,20046605,1,3,1
95844,20046617,4,3,1
95857,20046623,5,3,1
95916,20046653,4,3,1
95920,20046655,4,3,1
95941,20046666,2,3,2
95971,20046682,4,3,1
95981,20046688,5,3,1
96015,20046704,1,3,2
96034,20046713,1,3,4
96048,20046721,1,3,1
96066,20046729,4,3,1
96070,20046731,4,3,1
96073,20046733,2,3,3
96081,20046736,5,3,2
96085,20046738,5,3,1
96097,20046745,5,3,6
96114,20046754,5,3,1
96123,20046759,2,3,2
96125,20046759,4,3,1
96147,20046769,4,3,2
96171,20046780,2,3,6
96173,20046781,1,3,1
96213,20046800,5,3,1
96232,20046809,1,3,1
96237,20046811,2,3,1
96242,20046813,4,3,1
96249,20046817,2,3,2
96266,20046826,4,3,2
96276,20046829,4,3,2
96284,20046834,5,3,1
96302,20046843,1,3,4
96306,20046844,4,3,1
96348,20046865,2,3,1
96374,20046877,2,3,1
96385,20046882,5,3,1
96430,20046904,2,3,1
96475,20046927,1,3,2
96499,20046938,5,3,1
96505,20046940,1,3,3
96554,20046967,5,3,1
96609,20046994,2,3,1
96624,20047002,4,3,1
96647,20047013,4,3,3
96648,20047014,1,3,1
96669,20047025,5,3,1
96708,20047044,5,3,1
96709,20047045,1,3,1
96744,20047064,2,3,1
96756,20047070,2,3,2
96774,20047077,3,3,2
96777,20047078,4,3,1
96816,20047097,4,3,1
96874,20047126,5,3,1
96877,20047128,1,3,1
96912,20047146,4,3,1
96925,20047152,1,3,3
96954,20047166,2,3,1
96970,20047173,4,3,1
96989,20047182,5,3,1
96995,20047185,5,3,1
97009,20047192,2,3,2
97034,20047205,2,3,2
97049,20047213,2,3,1
97084,20047230,5,3,1
97085,20047231,1,3,1
97095,20047236,1,3,1
97100,20047238,4,3,1
97134,20047257,1,3,1
97189,20047286,2,3,1
97209,20047295,2,3,1
97215,20047297,2,3,1
97256,20047318,1,3,4
97257,20047318,5,3,1
97277,20047326,5,3,1
97284,20047330,1,3,1
97288,20047332,2,3,1
97344,20047359,1,3,1
97369,20047371,5,3,1
97371,20047372,5,3,1
97393,20047383,2,3,1
97434,20047403,2,3,1
97436,20047404,2,3,1
97484,20047427,1,3,1
97522,20047445,4,3,1
97537,20047453,1,3,1
97560,20047464,4,3,4
97632,20047499,4,3,1
97669,20047519,2,3,1
97670,20047519,4,3,1
97684,20047525,4,3,1
97687,20047527,2,3,1
97696,20047532,2,3,1
97702,20047534,2,3,1
97784,20047571,5,3,1
97788,20047573,5,3,1
97799,20047579,5,3,1
97874,20047616,5,3,3
97886,20047622,2,3,5
97930,20047644,1,3,1
97936,20047647,5,3,1
97962,20047659,4,3,1
97986,20047672,5,3,1
97990,20047674,4,3,1
98120,20047736,5,3,1
98127,20047740,1,3,4
98128,20047740,2,3,3
98129,20047740,3,3,3
98135,20047743,5,3,3
98136,20047743,6,3,7
98168,20047760,4,3,1
98172,20047762,5,3,1
98225,20047789,1,3,1
98232,20047792,5,3,1
98235,20047794,5,3,1
98263,20047811,1,3,1
98268,20047813,5,3,1
98269,20047814,1,3,4
98277,20047818,2,3,1
98302,20047831,2,3,1
98319,20047842,2,3,1
98363,20047862,5,3,1
98364,20047863,2,3,1
98387,20047873,1,3,1
98406,20047882,1,3,1
98412,20047885,1,3,1
98442,20047900,4,3,1
98471,20047915,2,3,1
98502,20047930,2,3,2
98569,20047963,5,3,1
98586,20047974,1,3,1
98587,20047974,2,3,3
98638,20047997,2,3,1
98642,20048000,2,3,1
98643,20048000,4,3,1
98696,20048027,1,3,1
98702,20048030,1,3,1
98715,20048036,2,3,1
98750,20048052,1,3,1
98776,20048065,4,3,1
98794,20048076,2,3,1
98812,20048085,1,3,2
98831,20048093,5,3,1
98845,20048100,5,3,1
98861,20048108,1,3,1
98877,20048117,1,3,1
98890,20048123,5,3,1
98907,20048131,5,3,1
98908,20048132,1,3,1
98918,20048137,5,3,1
98927,20048142,2,3,1
98931,20048145,2,3,1
98957,20048158,1,3,1
98970,20048164,6,3,4
98973,20048166,2,3,2
98975,20048167,1,3,3
98979,20048169,1,3,1
98982,20048170,5,3,1
99024,20048190,1,3,1
99034,20048194,4,3,5
99056,20048206,5,3,1
99093,20048224,1,3,1
99103,20048229,2,3,1
99109,20048232,1,3,1
99120,20048237,5,3,1
99154,20048253,4,3,2
99162,20048257,5,3,1
99189,20048274,2,3,1
99191,20048275,2,3,1
99208,20048283,5,3,1
99242,20048301,2,3,5
99262,20048310,2,3,1
99289,20048324,2,3,1
99296,20048326,4,3,1
99305,20048331,1,3,1
99319,20048337,1,3,1
99326,20048340,5,3,1
99346,20048349,5,3,1
99387,20048370,4,3,1
99421,20048387,5,3,1
99483,20048417,5,3,3
99512,20048431,2,3,1
99540,20048445,2,3,1
99564,20048457,3,3,4
99580,20048465,2,3,1
99585,20048467,3,3,3
99598,20048472,4,3,3
99616,20048481,2,3,1
99631,20048490,2,3,1
99632,20048490,4,3,1
99642,20048495,5,3,1
99651,20048499,1,3,1
99657,20048501,1,3,1
99663,20048503,4,3,1
99680,20048514,2,3,1
99688,20048518,5,3,1
99737,20048540,5,3,1
99745,20048544,5,3,1
99814,20048578,2,3,1
99824,20048584,1,3,1
99832,20048588,2,3,1
99839,20048592,4,3,1
99851,20048598,4,3,1
99858,20048602,2,3,4
99859,20048602,4,3,1
99872,20048608,4,3,1
99931,20048639,2,3,1
99935,20048640,1,3,1
99973,20048661,2,3,1
99975,20048662,2,3,1
99996,20048670,1,3,1
100051,20048698,5,3,4
100060,20048703,2,3,1
100108,20048726,4,3,1
100152,20048746,6,3,2
100197,20048767,5,3,2
100198,20048768,2,3,1
100216,20048778,2,3,1
100228,20048784,1,3,2
100260,20048801,2,3,1
100269,20048805,2,3,1
100284,20048812,5,3,1
100299,20048820,2,3,1
100313,20048828,2,3,1
100370,20048855,1,3,1
100397,20048867,5,3,1
100435,20048885,5,3,1
100455,20048896,1,3,7
100473,20048905,1,3,2
100480,20048908,1,3,1
100534,20048933,5,3,1
100570,20048952,1,3,1
100594,20048963,2,3,1
100603,20048967,4,3,4
100605,20048967,6,3,5
100617,20048973,1,3,1
100659,20048992,5,3,1
100666,20048995,4,3,1
100711,20049019,4,3,4
100713,20049019,6,3,3
100745,20049034,1,3,1
100751,20049036,5,3,3
100788,20049053,1,3,3
100789,20049053,5,3,1
100798,20049058,2,3,1
100809,20049063,5,3,1
100815,20049066,5,3,2
100828,20049072,5,3,1
100831,20049074,1,3,1
100845,20049079,5,3,1
100906,20049109,2,3,1
100922,20049116,5,3,1
100970,20049139,1,3,1
100991,20049150,1,3,1
100993,20049151,2,3,1
101013,20049159,2,3,1
101021,20049162,4,3,1
101022,20049163,2,3,1
101029,20049166,4,3,1
101043,20049174,2,3,1
101047,20049176,2,3,1
101057,20049180,5,3,5
101089,20049196,2,3,1
101157,20049230,1,3,1
101158,20049230,5,3,1
101165,20049234,2,3,1
101177,20049239,1,3,1
101201,20049251,2,3,1
101242,20049273,2,3,1
101246,20049274,5,3,1
101248,20049275,4,3,1
101278,20049291,2,3,1
101287,20049295,4,3,1
101303,20049303,5,3,1
101315,20049310,2,3,1
101317,20049312,2,3,1
101321,20049314,2,3,1
101335,20049321,5,3,1
101338,20049323,2,3,1
101354,20049330,4,3,4
101389,20049348,2,3,1
101405,20049357,2,3,2
101437,20049369,5,3,1
101445,20049374,4,3,2
101480,20049392,2,3,1
101484,20049394,1,3,1
101515,20049408,5,3,1
101541,20049423,2,3,1
101575,20049440,1,3,1
101578,20049441,2,3,1
101618,20049462,1,3,2
101623,20049465,2,3,1
101637,20049473,1,3,1
101639,20049475,2,3,1
101651,20049482,1,3,1
101654,20049483,1,3,2
101675,20049492,1,3,2
101679,20049493,4,3,1
101683,20049495,5,3,1
101751,20049530,6,3,3
101768,20049537,4,3,2
101769,20049538,1,3,1
101777,20049542,2,3,1
101845,20049577,4,3,4
101856,20049582,5,3,1
101906,20049604,4,3,2
101922,20049612,5,3,1
101960,20049632,2,3,2
101978,20049641,4,3,5
102008,20049656,2,3,1
102029,20049665,4,3,1
102041,20049672,4,3,1
102051,20049677,5,3,1
102054,20049679,1,3,1
102065,20049683,1,3,3
102071,20049686,2,3,1
102083,20049692,2,3,1
102092,20049696,4,3,1
102178,20049736,2,3,1
102179,20049736,4,3,2
102193,20049743,1,3,1
102220,20049757,2,3,2
102230,20049761,2,3,1
102278,20049784,2,3,1
102333,20049811,4,3,1
102376,20049831,2,3,2
102388,20049835,4,3,1
102444,20049863,2,3,2
102450,20049865,5,3,1
102457,20049870,1,3,2
102459,20049870,3,3,1
102466,20049873,4,3,1
102488,20049885,1,3,1
102492,20049887,1,3,1
102502,20049892,1,3,1
102503,20049892,5,3,2
102519,20049901,2,3,2
102550,20049914,2,3,1
102576,20049925,5,3,1
102604,20049939,5,3,3
102623,20049948,4,3,1
102626,20049950,1,3,1
102627,20049950,4,3,1
102628,20049951,2,3,1
102649,20049960,4,3,2
102663,20049965,2,3,1
102664,20049965,4,3,1
102710,20049989,1,3,4
102716,20049991,5,3,1
102719,20049993,2,3,1
102720,20049993,4,3,1
102734,20050000,1,3,1
102764,20050015,1,3,1
102765,20050015,5,3,1
102879,20050068,5,3,1
102973,20050112,1,3,2
103014,20050131,2,3,1
103076,20050162,1,3,1
103081,20050165,1,3,5
103085,20050166,1,3,1
103116,20050182,5,3,1
103120,20050184,4,3,1
103131,20050190,2,3,1
103136,20050192,4,3,1
103206,20050225,2,3,1
103228,20050236,4,3,1
103240,20050242,4,3,10
103266,20050255,2,3,1
103279,20050261,2,3,1
103298,20050270,4,3,1
103313,20050278,1,3,1
103329,20050284,4,3,1
103339,20050290,4,3,1
103350,20050295,1,3,1
103434,20050336,1,3,1
103526,20050384,5,3,2
103576,20050407,1,3,1
103578,20050408,2,3,1
103584,20050412,2,3,1
103589,20050414,4,3,1
103604,20050423,2,3,1
103608,20050425,2,3,1
103614,20050428,2,3,5
103616,20050429,2,3,1
103617,20050429,4,3,1
103618,20050430,2,3,1
103674,20050458,2,3,1
103700,20050471,2,3,1
103701,20050471,4,3,2
103702,20050471,5,3,2
103708,20050474,2,3,1
103720,20050478,5,3,1
103754,20050495,2,3,1
103784,20050510,5,3,1
103808,20050523,1,3,1
103837,20050537,4,3,1
103868,20050554,1,3,2
103873,20050556,5,3,1
103951,20050597,1,3,1
103977,20050610,4,3,2
103983,20050613,5,3,1
104090,20050672,5,3,2
104107,20050682,2,3,1
104171,20050714,2,3,1
104178,20050717,2,3,5
104196,20050725,4,3,1
104197,20050726,2,3,1
104220,20050739,2,3,1
104271,20050762,2,3,1
104323,20050787,4,3,1
104371,20050809,2,3,2
104374,20050810,4,3,1
104391,20050818,5,3,1
104403,20050825,1,3,4
104417,20050830,4,3,1
104447,20050845,5,3,1
104455,20050849,5,3,1
104465,20050854,5,3,1
104506,20050872,5,3,2
104541,20050890,2,3,1
104615,20050927,1,3,1
104625,20050932,1,3,1
104629,20050934,2,3,1
104648,20050943,5,3,1
104649,20050944,2,3,1
104659,20050949,1,3,1
104660,20050949,5,3,1
104697,20050968,3,3,5
104721,20050978,5,3,1
104753,20050992,4,3,1
104775,20051003,1,3,1
104784,20051008,5,3,1
104798,20051015,5,3,1
104810,20051021,4,3,1
104870,20051049,5,3,1
104876,20051053,4,3,1
104882,20051056,4,3,1
104887,20051059,2,3,3
104914,20051070,5,3,1
104917,20051072,1,3,1
104932,20051080,1,3,1
104934,20051081,2,3,1
104947,20051088,2,3,1
104971,20051100,2,3,1
104982,20051105,5,3,1
104989,20051107,4,3,1
105000,20051112,5,3,1
105011,20051118,2,3,1
105020,20051122,5,3,1
105047,20051136,1,3,1
105165,20051192,1,3,1
105185,20051202,2,3,1
105262,20051238,1,3,1
105283,20051248,4,3,1
105307,20051260,2,3,2
105348,20051278,5,3,1
105367,20051287,2,3,1
105401,20051305,5,3,1
105433,20051321,1,3,1
105437,20051323,1,3,1
105438,20051323,5,3,1
105473,20051341,4,3,1
105499,20051354,2,3,1
105520,20051364,1,3,1
105542,20051375,4,3,1
105553,20051381,2,3,1
105554,20051381,4,3,1
105590,20051400,1,3,1
105595,20051402,4,3,1
105631,20051419,4,3,1
105645,20051426,2,3,1
105647,20051427,2,3,1
105669,20051437,2,3,1
105702,20051453,4,3,1
105729,20051466,2,3,1
105736,20051469,4,3,2
105737,20051470,1,3,1
105759,20051483,1,3,1
105776,20051491,4,3,3
