,track_type,eventID,groupID,exec_time[s],chi2_N,dist_avg,dx_dz_angle [mrad],dy_dz_angle [mrad]
0,_11_1X1_3RP_1X1,1400026,2,0.02034902572631836,2.2386998465200003,0.0496173965675,-0.009015841745610001,0.205943806034
1,_21_2X2_3RP_ENOUGH,1400029,5,1.0016928911209106,1.4773467961500002,0.0336212635676,-0.00388503152331,-0.152183676254
2,_21_2X2_3RP_ENOUGH,1400029,5,1.0016928911209106,0.581089883988,0.023447980679599998,-0.00451171441766,-0.22935114546799998
3,_11_1X1_3RP_1X1,1400055,2,0.031440019607543945,1.00571501675,0.031086937338,-0.00206138238364,0.154163388053
4,_12_1X1_3RP_MORE,1400064,4,0.06200599670410156,0.184562869554,0.0147596451095,0.0049369567853000005,0.17350007160999997
5,_11_1X1_3RP_1X1,1400072,2,0.022661924362182617,1.28098607538,0.0374990715311,-0.0023665296161199997,0.174665957377
6,_12_1X1_3RP_MORE,1400088,2,0.03480195999145508,3.35238699601,0.0517380170964,-0.00144784673627,0.166118368572
7,_11_1X1_3RP_1X1,1400110,1,0.04034614562988281,0.770792626777,0.0275504383342,0.00124610718403,-0.270557079059
8,_11_1X1_3RP_1X1,1400111,4,0.04384803771972656,0.767492143282,0.023500988684400002,-0.0014976567592499999,0.21201518705800002
9,_12_1X1_3RP_MORE,1400115,5,0.050873994827270515,5.0999278579,0.050574759549500005,-0.00328115086327,-0.181776325914
10,_21_2X2_3RP_ENOUGH,1400123,5,0.4124435186386109,2.8923660648,0.0469750997238,-0.0122484675841,-0.12772400691299998
11,_21_2X2_3RP_ENOUGH,1400123,5,0.4124435186386109,1.8920641038599997,0.0416418712634,0.00206088059418,-0.20143810460499997
12,_11_1X1_3RP_1X1,1400145,5,0.01644110679626465,0.6907173309110001,0.0293202481478,0.000643409045763,-0.180141139505
13,_21_2X2_3RP_ENOUGH,1400168,2,0.2397124767303467,1.14488548407,0.0339601121235,0.00264435306168,0.16363457952299998
14,_21_2X2_3RP_ENOUGH,1400168,2,0.2397124767303467,0.576412692427,0.026631569037900003,0.00350450724482,0.12477802722
15,_11_1X1_3RP_1X1,1400183,2,0.018934965133666992,0.34967251605300004,0.0168657707111,-0.00805635137223,0.155510945109
16,_12_1X1_3RP_MORE,1400190,5,0.037255048751831055,0.256764984652,0.0162681930366,0.005719530300149999,-0.24141298181600002
17,_11_1X1_3RP_1X1,1400198,4,0.0480341911315918,58.3149279365,0.128952520527,0.000432035781001,0.200328475919
18,_11_1X1_3RP_1X1,1400199,2,0.02041196823120117,1.2303149197299998,0.0353249163781,0.00500724880429,0.16536397735799999
19,_11_1X1_3RP_1X1,1400216,2,0.02131891250610352,0.38101086427599995,0.018978665635,0.00335162016359,0.18647499300099998
20,_11_1X1_3RP_1X1,1400220,2,0.021347999572753903,1.83770222137,0.0292691057325,0.0021309175396199997,0.157697813702
21,_11_1X1_3RP_1X1,1400220,4,0.0433199405670166,3.522946042,0.034115992292800004,-0.00111679753818,0.150247778151
22,_12_1X1_3RP_MORE,1400222,1,0.031016826629638675,0.368512588091,0.020010151038400002,0.0019045362756300002,-0.144485293258
23,_11_1X1_3RP_1X1,1400231,1,0.0529780387878418,0.239082647025,0.016627841488999998,0.00272404550835,-0.19155054234299998
24,_12_1X1_3RP_MORE,1400263,4,0.0902540683746338,1.4583038320500001,0.04065564817469999,0.00533759409221,0.212186953067
25,_21_2X2_3RP_ENOUGH,1400342,4,0.2898604869842529,0.529532304221,0.018958887193200002,0.005583536390020001,0.16887144975
26,_21_2X2_3RP_ENOUGH,1400342,4,0.2898604869842529,1.61292809658,0.0449565824622,0.00639966237049,0.20769689913699999
27,_11_1X1_3RP_1X1,1400344,5,0.021687030792236328,2.7638586751700003,0.049054576059,0.00291875721014,-0.294971314271
28,_11_1X1_3RP_1X1,1400358,1,0.04857301712036133,0.349837021091,0.020550971214700002,0.000788858336667,-0.22883559556999997
29,_11_1X1_3RP_1X1,1400362,2,0.02038288116455078,0.282054543958,0.0158747985468,-0.0014896476311,0.132351740882
30,_11_1X1_3RP_1X1,1400388,1,0.04080700874328613,0.809978483156,0.030677660855299996,-0.00046400201646699994,-0.20361709721500001
31,_11_1X1_3RP_1X1,1400409,2,0.015704870223999023,0.17469142771200002,0.014057880703200002,-0.000583498503735,0.125064262421
32,_11_1X1_3RP_1X1,1400410,2,0.02394008636474609,0.5358052099639999,0.0238658954734,0.00026120036224700004,0.18273471247499998
33,_11_1X1_3RP_1X1,1400418,4,0.055529117584228516,0.7648720931499999,0.027178998116,0.005971785655819999,0.209082678411
34,_11_1X1_3RP_1X1,1400419,5,0.02083897590637207,0.682140495124,0.0257319749713,-0.00249253879203,-0.142718462415
35,_11_1X1_3RP_1X1,1400424,2,0.02047419548034668,0.179223681043,0.0132550688748,0.0010878589767,0.129280264709
36,_12_1X1_3RP_MORE,1400429,2,0.032059907913208015,0.231850801991,0.0153081955745,0.00023364153163200001,0.142436785857
37,_12_1X1_3RP_MORE,1400438,5,0.13131213188171387,0.659359489172,0.025291969770499998,0.00273428416872,-0.208882940252
38,_12_1X1_3RP_MORE,1400475,5,0.07621002197265625,0.136522124185,0.010606879303899999,-0.000297933543491,-0.129879652204
39,_11_1X1_3RP_1X1,1400518,2,0.01958298683166504,0.266788505424,0.0150724381886,-0.00190763634996,0.188005041373
40,_11_1X1_3RP_1X1,1400531,1,0.0366358757019043,2.13196738269,0.047233177700399996,-0.0033090563802299997,-0.33304569584399996
41,_11_1X1_3RP_1X1,1400556,1,0.03758096694946289,0.34325021465899996,0.0198610684958,-0.00014818288676499998,-0.290834174907
42,_11_1X1_3RP_1X1,1400570,4,0.04139900207519531,1.52058754216,0.0414270355727,0.00856931743783,0.208499390959
43,_11_1X1_3RP_1X1,1400599,5,0.02098703384399414,2.9630100190499995,0.0576308167481,0.008974703554870001,-0.224801069048
44,_11_1X1_3RP_1X1,1400603,2,0.01936793327331543,0.265606855281,0.0169091897842,0.00495893066128,0.142311673408
45,_11_1X1_3RP_1X1,1400611,5,0.022331953048706055,0.792427512307,0.0273376683108,0.0031342305130500005,-0.17006756236099999
46,_11_1X1_3RP_1X1,1400616,5,0.025075912475585938,483.07452858199997,0.68810734733,0.0949009902311,-0.29804232011799997
47,_11_1X1_3RP_1X1,1400628,4,0.024265050888061523,1.7631577636900002,0.035112665311,0.00327314882332,0.180180377845
48,_11_1X1_3RP_1X1,1400635,2,0.021473169326782227,0.45384355772699997,0.0233683430947,0.00368618986431,0.190271581471
49,_11_1X1_3RP_1X1,1400637,1,0.046828031539916985,3.17431494926,0.057175608629,-0.00294331068945,-0.160833797482
50,_11_1X1_3RP_1X1,1400639,4,0.047760009765625,0.423522196404,0.021440336426,-0.008091649039329999,0.18024385371100002
51,_11_1X1_3RP_1X1,1400645,5,0.02080297470092773,0.279409743758,0.0180280850597,0.00713941926934,-0.25464133519000004
52,_11_1X1_3RP_1X1,1400693,2,0.023293018341064453,0.7545900449420001,0.0273845840006,-0.00164039450334,0.275029326786
53,_11_1X1_3RP_1X1,1400698,5,0.0221710205078125,0.59507138837,0.0233612228196,0.0007398188098270001,-0.280363524949
54,_12_1X1_3RP_MORE,1400701,2,0.03512716293334961,7.39361619768,0.0973355149041,-0.00772952138424,0.206872825137
55,_11_1X1_3RP_1X1,1400734,4,0.05462312698364258,1.2286986317200002,0.0344671963784,0.00458522124614,0.17684580233600003
56,_11_1X1_3RP_1X1,1400742,2,0.01953911781311035,1.9824506841499998,0.039788047239699996,-0.00317600905458,0.178965377812
57,_11_1X1_3RP_1X1,1400747,5,0.017425060272216797,2.28735230097,0.0497514139101,-0.00704572298546,-0.26917949011799996
58,_11_1X1_3RP_1X1,1400766,1,0.020144224166870117,1.0467086999500002,0.025619917322299998,0.00307095705303,-0.136536431625
59,_11_1X1_3RP_1X1,1400779,2,0.017851829528808594,0.28789533824700003,0.0196848112918,-0.00355436029883,0.18560209718499998
60,_11_1X1_3RP_1X1,1400782,2,0.0231318473815918,2.1106753249900003,0.0482396602986,-0.0037839463123,0.15333566153300002
61,_11_1X1_3RP_1X1,1400783,1,0.045418977737426765,3.30264266625,0.0582368371961,-0.0052037295003,-0.260940424612
62,_11_1X1_3RP_1X1,1400797,2,0.0216670036315918,0.600679683395,0.024810190746299997,-0.005148011372609999,0.269425133921
63,_11_1X1_3RP_1X1,1400802,2,0.022275924682617188,0.395206016533,0.0173235487721,0.00290183813808,0.229333322887
64,_11_1X1_3RP_1X1,1400803,2,0.021213054656982425,0.888221597129,0.021420748123,-0.000771625184093,0.145059589829
65,_11_1X1_3RP_1X1,1400809,1,0.045063018798828125,0.415675512822,0.0222326070542,0.0037786329437800004,-0.193805855407
66,_11_1X1_3RP_1X1,1400826,2,0.021769046783447262,2.24331184129,0.047989338907900005,-0.00511672193569,0.19895450965999997
67,_11_1X1_3RP_1X1,1400831,4,0.05112004280090332,0.292378787159,0.0166431282935,0.00385374856853,0.176070986605
68,_11_1X1_3RP_1X1,1400832,2,0.024860858917236328,0.233139379447,0.0165468239403,-0.00392795407965,0.146618941954
