,x,y,track_type,dist_avg,tracks_out_det_no
0,0.225863846495,8.40528812951,_12_1X1_3RP_MORE,0.0147596451095,0
1,-0.0997696613302,10.6273185007,_11_1X1_3RP_1X1,0.023500988684400002,0
2,0.0252933819567,9.92595047133,_11_1X1_3RP_1X1,0.128952520527,0
3,-0.0523629600121,7.42088252231,_11_1X1_3RP_1X1,0.034115992292800004,0
4,0.245366378437,10.2754012784,_12_1X1_3RP_MORE,0.04065564817469999,0
5,0.280972407915,8.35219107738,_21_2X2_3RP_ENOUGH,0.018958887193200002,0
6,0.321901052149,10.2917196321,_21_2X2_3RP_ENOUGH,0.0449565824622,0
7,0.298815502063,10.4568972938,_11_1X1_3RP_1X1,0.027178998116,0
8,0.431249397159,10.3337312728,_11_1X1_3RP_1X1,0.0414270355727,0
9,0.163704259527,9.01260414766,_11_1X1_3RP_1X1,0.035112665311,0
10,-0.40254353744,8.92088789461,_11_1X1_3RP_1X1,0.021440336426,0
11,0.204596229606,8.86793360736,_11_1X1_3RP_1X1,0.0344671963784,0
12,0.168302474693,8.82951994894,_11_1X1_3RP_1X1,0.0166431282935,0
13,-1.02519481053,8.36979389405,_21_2X2_3RP_ENOUGH,0.347876061438,0
14,1.09118902176,8.53371037896,_21_2X2_3RP_ENOUGH,0.31923559312,0
15,-1.50719822321,7.94743570484,_12_1X1_3RP_MORE,0.5513576055030001,0
16,-0.10701525826,10.1591927829,_11_1X1_3RP_1X1,0.0333655663392,0
