,x,y,track_type,dist_avg,tracks_out_det_no
0,-0.0713603522512,15.3331802503,_11_1X1_3RP_1X1,0.0275504383342,0
1,-0.108616081317,8.23853228679,_12_1X1_3RP_MORE,0.020010151038400002,0
2,-0.155385506544,10.8283056584,_11_1X1_3RP_1X1,0.016627841488999998,0
3,-0.0455361623827,12.9537875371,_11_1X1_3RP_1X1,0.020550971214700002,0
4,0.0265968673703,11.5154303173,_11_1X1_3RP_1X1,0.030677660855299996,0
5,0.188340309125,18.895897864,_11_1X1_3RP_1X1,0.047233177700399996,0
6,0.00786771029548,16.4895027909,_11_1X1_3RP_1X1,0.0198610684958,0
7,0.16571477,9.07714165925,_11_1X1_3RP_1X1,0.057175608629,0
8,-0.17512440391,7.78528910163,_11_1X1_3RP_1X1,0.025619917322299998,0
9,0.296448108723,14.7845178143,_11_1X1_3RP_1X1,0.0582368371961,0
10,-0.215200464949,10.955988668,_11_1X1_3RP_1X1,0.0222326070542,0
11,0.386457499739,10.2364278591,_11_1X1_3RP_1X1,0.036841999938,0
12,-0.250683614152,10.0974169323,_11_1X1_3RP_1X1,0.049161829999099994,0
