,eventID,groupID,exec_time[s],dist_avg,chi2_N,dx_dz_angle [mrad],dy_dz_angle [mrad],tracks_out_det_no
0,20000001.0,1.0,0.05813694000244141,0.01856152010463043,0.27893503864455144,0.0035573543153002603,-0.13903703108923302,0.0
1,20000001.0,5.0,0.02017402648925781,0.027880351305757438,0.7479012136138286,-0.004378401253352078,-0.130691142207444,0.0
2,20000002.0,1.0,0.05252909660339356,0.05113553526508005,2.0773295011939523,-0.0035843376740378173,-0.13661357829537235,0.0
3,20000002.0,5.0,0.032913923263549805,0.031966349407159395,1.2381421392349952,1.2992281989989072e-06,-0.1315880546263943,0.0
4,20000003.0,1.0,0.057559967041015625,0.03129507785356357,0.9680607935694197,-0.0042056683368296615,-0.3597027461467099,0.0
5,20000003.0,5.0,0.023660898208618164,0.022424211402168152,0.4166523660073375,0.0035244299350734518,-0.33623258387663835,0.0
6,20000004.0,1.0,0.05949592590332031,0.017243501028160423,0.24318417763820555,0.0024045670880683536,-0.1435931434781098,0.0
7,20000004.0,5.0,0.0267789363861084,0.03418796177657325,1.0568668069407268,-0.004050151670504536,-0.13646084327221505,0.0
8,20000005.0,1.0,0.05614995956420898,0.3166920341075714,102.47467705332222,-0.05616827203083466,-0.16167910612199068,0.0
9,20000005.0,4.0,0.0499119758605957,0.058078435216100975,3.2232163404616334,0.007865175011928096,0.21256027292286264,0.0
10,20000006.0,1.0,0.05547308921813965,0.03591729766594857,1.1428011347609972,-0.010665993875294244,-0.15586563463664854,0.0
11,20000006.0,5.0,0.035869836807250984,0.0773700720626037,8.857504962514982,0.010455573639839923,-0.15835539402055882,0.0
12,20000007.0,2.0,0.021608829498291016,0.06823689446825643,4.676196546471333,0.00661869362061121,0.2668173576062659,0.0
13,20000007.0,4.0,0.056566953659057624,0.035518906802150835,1.2033577977974617,-0.001941634774525707,0.2557995197580251,0.0
14,20000008.0,1.0,0.0596771240234375,0.017142358167955923,0.2670196417299697,0.0002634570429926414,-0.15981498848224646,0.0
15,20000008.0,5.0,0.02186489105224609,0.019674487930388868,0.36857297712593984,0.0004008367837946916,-0.15210718657605585,0.0
16,20000009.0,2.0,0.018194913864135742,0.01510356422360823,0.21004578908310895,0.0015021780675313035,0.17190257502610098,0.0
17,20000009.0,4.0,0.04556703567504883,0.02670510598022053,0.6348022162206616,-0.002709730199813166,0.1682045064793036,0.0
18,20000010.0,2.0,0.025017976760864258,0.010291239123589604,0.10011735744366368,0.002276335647076391,0.1374887158840047,0.0
19,20000011.0,2.0,0.0236508846282959,0.038717476224565985,1.4830172572585818,-0.011305785018588395,0.3196553112230793,0.0
20,20000011.0,4.0,0.04350090026855469,0.06889359569198925,4.511896625743321,0.013249435036661551,0.31381899832776833,0.0
21,20000012.0,1.0,0.04936718940734863,0.018725791758907474,0.7436912107411109,-0.0011611523231022534,-0.12444797850654972,0.0
22,20000012.0,5.0,0.022700071334838867,0.014656963314698212,0.2532712770883665,0.001491276867602167,-0.12428242935358805,0.0
23,20000013.0,1.0,0.057184934616088874,0.022730866074955915,0.6377773829344644,-0.003719925073641032,-0.1878102395874724,0.0
24,20000013.0,5.0,0.0238649845123291,0.018631193556051476,0.29284107094273903,0.003927150035750915,-0.18277587069835802,0.0
25,20000014.0,2.0,0.02126789093017578,0.03988921150799926,1.2774977312860651,0.010417003164935393,0.15284299657312408,0.0
26,20000015.0,1.0,0.06028294563293458,0.025969224694214477,0.6798455809853727,-0.009479796742442577,-0.2392040408310853,0.0
27,20000015.0,5.0,0.02016901969909668,0.07118926455809059,4.866948314033018,0.012032954702297042,-0.24692339771395755,0.0
28,20000018.0,2.0,0.028775930404663086,0.0544314246704052,2.7599809147592045,-0.0028919699432872763,0.1289611681688672,0.0
29,20000019.0,2.0,0.025465011596679688,0.022002766538025572,0.5097160393665704,0.005754906793083297,0.1882005067393024,0.0
30,20000019.0,4.0,0.02541995048522949,0.029680151063692088,0.9228123799702308,-0.005900604008870658,0.19941178535754736,0.0
31,20000020.0,2.0,0.02377605438232422,0.0456899619307664,1.987648665644781,-0.0014689305285404328,0.14305060137859896,0.0
32,20000020.0,4.0,0.024777889251708984,0.06256325694353096,4.091751147717251,-0.00391443174485394,0.156916236429354,0.0
33,20000021.0,2.0,0.023562908172607425,0.018044588410734468,0.2588302824657286,0.0043376160695096115,0.1289767014116586,0.0
34,20000022.0,1.0,0.04289698600769043,0.021914588742884964,0.5236579213351196,-0.0005503055815166488,-0.2891812506098896,0.0
35,20000023.0,2.0,0.019362926483154297,0.032813203189654264,1.1610756110597336,-0.0029786683790136645,0.1592378838651025,0.0
36,20000023.0,4.0,0.047662019729614265,0.0205722171263762,0.3503766598792749,0.0007088443270536963,0.17048418888824418,0.0
