,recoID,eventID,groupID,x,y,z,dx,dy,dz,exec_time[s],dist_max,dist_sum,dist_avg,chi2,chi2_N,dx_dz_angle [mrad],dy_dz_angle [mrad],tracks_in_det_no,tracks_out_det_no
0,100.0,20000001.0,1.0,-0.18019334206392643,6.857895413735357,-212980.0,-3.5573542809086226e-06,0.00013903703064039227,-0.9999999903280247,0.058136940002441406,0.04152007532402647,0.519722562929652,0.01856152010463043,6.415505888824684,0.27893503864455144,0.00355735431530026,-0.139037031089233,28.0,0.0
1,100.0,20000001.0,5.0,-0.2189394150314551,-6.534575479000961,212980.0,-4.378401215946158e-06,-0.00013069114183415336,0.9999999914503275,0.020174026489257812,0.07736996511545258,0.7806498365612081,0.027880351305757434,17.201727913118056,0.7479012136138286,-0.004378401253352077,-0.130691142207444,28.0,0.0
2,100.0,20000002.0,1.0,0.17660359624918937,6.736559236695374,-212980.0,3.5843376405824113e-06,0.0001366135778695521,-0.9999999906619413,0.052529096603393555,0.11329090057545571,1.4317949874222413,0.051135535265080044,47.7785785274609,2.0773295011939523,-0.003584337674037817,-0.13661357829537235,28.0,0.0
3,100.0,20000002.0,5.0,4.559108696495315e-05,-6.57942121034315,212980.0,1.2992281877505688e-09,-0.000131588054246644,0.9999999913422919,0.032913923263549805,0.10684482088544695,0.9270241328076224,0.031966349407159395,29.71541134163988,1.238142139234995,1.2992281989989072e-06,-0.1315880546263943,29.0,0.0
4,100.0,20000003.0,1.0,0.21003678861747052,17.890818245149703,-212980.0,4.205668064739828e-06,0.00035970273838677495,-0.999999935298124,0.057559967041015625,0.09919774830308098,0.87626217989978,0.03129507785356357,22.26539825209665,0.9680607935694195,-0.004205668336829662,-0.3597027461467099,28.0,0.0
5,100.0,20000003.0,5.0,0.17620216944931863,-16.8116486286107,212980.0,3.5244297358436127e-06,-0.0003362325775392361,0.9999999434676146,0.023660898208618164,0.050990826672756596,0.6503021306628765,0.022424211402168152,9.9996567841761,0.4166523660073375,0.0035244299350734513,-0.33623258387663835,29.0,0.0
6,100.0,20000004.0,1.0,-0.12249446785557058,7.085739917260311,-212980.0,-2.4045670632761635e-06,0.00014359314298423707,-0.9999999896876136,0.05949592590332031,0.05433659481996699,0.4828180287884919,0.017243501028160423,5.593236085678727,0.24318417763820555,0.0024045670880683536,-0.1435931434781098,28.0,0.0
7,100.0,20000004.0,5.0,-0.20252696180000232,-6.823060656150008,212980.0,-4.050151632783388e-06,-0.00013646084284757684,0.9999999906810173,0.0267789363861084,0.08406198089603789,0.9914508915206243,0.03418796177657325,25.364803366577444,1.0568668069407268,-0.004050151670504536,-0.13646084327221505,29.0,0.0
8,100.0,20000005.0,1.0,2.7970712955970924,8.095885980982942,-212980.0,5.6168271267177634e-05,0.0001616791051625665,-0.9999999853524961,0.056149959564208984,0.7236276221384151,8.550684920904429,0.3166920341075714,2254.442895173089,102.47467705332222,-0.05616827203083466,-0.16167910612199068,27.0,0.0
9,100.0,20000005.0,4.0,0.39648063017052465,10.534791645029078,212980.0,7.86517483416535e-06,0.00021256027131564295,0.9999999773781347,0.0499119758605957,0.15392290327308075,1.7423530564830294,0.05807843521610098,80.58040851154082,3.223216340461633,0.007865175011928096,0.21256027292286264,30.0,0.0
