,eventID,groupID,rpID
0,1400016.0,5.0,121.0
1,1400023.0,5.0,121.0
2,1400099.0,2.0,5.0
3,1400133.0,4.0,120.0
4,1400144.0,4.0,120.0
5,1400301.0,1.0,4.0
6,1400324.0,1.0,4.0
7,1400437.0,4.0,120.0
8,1400509.0,1.0,4.0
9,1400511.0,1.0,4.0
10,1400533.0,2.0,21.0
11,1400584.0,4.0,120.0
12,1400646.0,4.0,120.0
13,1400650.0,4.0,120.0
14,1400694.0,5.0,121.0
15,1400774.0,2.0,5.0
16,1400774.0,2.0,21.0
17,1400869.0,1.0,4.0
18,1400982.0,4.0,120.0
