,single_x,single_y,totem_x,totem_y,diff_x,diff_x [strip],diff_y,diff_y [strip],diff_total,diff_total [strip]
0,0.027919100664535314,-11.35197909187959,-0.041540303262200595,-11.188575610169426,0.06945940392673591,2.0,0.16340348171016394,4.0,0.17755367252991797,4.0
1,0.11848552655496175,-9.141544471433887,0.15616041956362015,-8.958048979465286,0.037674893008658394,1.0,0.1834954919686016,4.0,0.18732323170395335,5.0
2,-0.06317517395488537,-10.974846915026204,0.04071829838887986,-10.797875025597222,0.10389347234376523,3.0,0.176971889428982,4.0,0.20521428615890402,5.0
3,-0.03188980626692969,-13.309760920052256,-0.008819577905006426,-13.135201778738338,0.023070228361923267,1.0,0.17455914131391737,4.0,0.17607705487349412,4.0
4,-0.0619926101113276,-8.380589007991928,-0.042698562333066015,-8.197487052156957,0.01929404777826159,1.0,0.1831019558349709,4.0,0.18411568784397891,4.0
5,-0.3090355734984604,-7.404277215109273,-0.12072405761889371,-7.247209872299452,0.18831151587956668,5.0,0.15706734280982104,4.0,0.24521700020634404,6.0
6,0.08536556058857227,-16.314788820532698,0.15294496244910682,-16.15639575576847,0.06757940186053456,2.0,0.1583930647642262,4.0,0.17220725455459762,4.0
7,0.10938913026089174,-7.675713083903379,0.09689038193276112,-7.4963436473544665,0.012498748328130624,1.0,0.1793694365489129,4.0,0.1798043755798074,4.0
8,-0.024038354639935786,-7.087120189290764,0.05590463813369473,-6.900460055069898,0.07994299277363051,2.0,0.18666013422086625,5.0,0.2030588284240716,5.0
9,0.492750493507203,-7.650873600185149,0.4926390510636103,-7.473187846746948,0.00011144244359273525,1.0,0.17768575343820103,4.0,0.1776857883859016,4.0
10,0.29736786647585955,-7.055557920340634,0.23544029620998996,-6.894545603802321,0.06192757026586959,2.0,0.16101231653831327,4.0,0.17251084034363814,4.0
11,1.4427944659943865,-12.033599450253387,1.130712494066934,-11.882218674156956,0.3120819719274526,7.0,0.1513807760964312,4.0,0.3468591883944912,8.0
12,-0.036274345206472845,-9.397711332376256,-0.04254000446471995,-9.225914208561948,0.006265659258247104,1.0,0.1717971238143079,4.0,0.17191134411902287,4.0
13,-0.12946968183226848,-7.531390466467215,-0.1392639548647212,-7.359325004961946,0.009794273032452727,1.0,0.17206546150526947,4.0,0.1723439898205203,4.0
14,0.04684341961549408,-7.92379512556223,0.04808903073528148,-7.732338076161943,0.0012456111197874029,1.0,0.19145704940028718,5.0,0.19146110130291674,5.0
15,0.20661912133452737,-8.713314809651786,0.0824374316719414,-8.539435423371952,0.12418168966258597,3.0,0.17387938627983424,4.0,0.21367061805617218,5.0
16,0.01363810283277679,-7.801408304709614,0.042718691560820865,-7.630410368075845,0.029080588728044074,1.0,0.1709979366337695,4.0,0.1734530915659225,4.0
17,0.3701900814366003,-12.34139838864565,0.2894756487352801,-12.165466270161945,0.08071443270132023,2.0,0.17593211848370593,4.0,0.1935637620022423,5.0
18,0.1539818783315779,-8.382594849666088,0.09413633181527992,-8.247170465001947,0.059845546516297976,2.0,0.13542438466414097,3.0,0.14805827703811633,4.0
19,0.46191088535795355,-7.835466379882344,0.32573925879806653,-7.679569324931402,0.13617162655988702,3.0,0.15589705495094197,4.0,0.20699421156723766,5.0
20,0.007562442302892582,-12.572402714421942,0.049674381003610435,-12.406139193366947,0.04211193870071785,1.0,0.16626352105499542,4.0,0.17151377150170166,4.0
21,-0.02694086564486727,-11.864378794570747,0.10195335993528065,-11.699115272961947,0.12889422558014793,3.0,0.1652635216088001,4.0,0.20958471547908353,5.0
22,1.8437475308369309,-7.351614538916449,1.3787564106636117,-7.14489659994695,0.46499112017331923,10.0,0.20671793896949886,5.0,0.5088703647608452,11.0
23,0.23059383502829897,-11.83641083767412,0.23274798758639648,-11.670617266636402,0.002154152558097505,1.0,0.1657935710377174,4.0,0.16580756487772869,4.0
24,-0.05710261960349577,-8.345591307536514,0.010082443649165995,-8.160315286200834,0.06718506325266177,2.0,0.18527602133567989,4.0,0.19708129491720788,5.0
