,eventID,groupID,exec_time[s],dist_avg,chi2_N,dx_dz_angle [mrad],dy_dz_angle [mrad],tracks_out_det_no
0,1.0,1.0,0.03743290901184082,0.0670749478450996,4.871241299630639,-0.002973308356010242,-0.2257129088557768,0.0
1,1.0,5.0,0.02077794075012207,0.052613068462388585,2.323075632212396,-0.002075859362017597,-0.22108805058156128,0.0
2,3.0,2.0,0.02086496353149414,0.016417178095765924,0.298934189065104,-0.004013716062600774,0.2512720456526764,0.0
3,3.0,4.0,0.053386926651000984,0.030476996932138525,0.9341850759702492,0.005207239755807561,0.4274293772570512,0.0
4,4.0,1.0,0.04788517951965332,0.01905486623953865,0.5828405081971855,-0.008365731235679259,-0.11937243164338635,0.0
5,4.0,5.0,0.02447700500488281,1.2259412002591217,1597.2997070497374,0.16307292862105294,-0.12642363552736022,0.0
6,5.0,2.0,0.020407915115356445,0.10517548782454154,12.924550735189142,-0.00393159965772964,0.14621242962995262,0.0
7,5.0,4.0,0.03220915794372558,0.030877369483329618,0.7808529551813935,0.000561138957014101,0.15280486739449978,0.0
8,6.0,4.0,0.02003192901611328,0.018337653418256168,0.3271392709205038,0.0009003217061775539,0.1539128625158301,0.0
9,7.0,1.0,0.04978799819946289,0.018163065882925482,0.4469264043719665,0.0043429253861179025,-0.23097725653361986,0.0
10,7.0,5.0,0.02623987197875977,0.02572170100427298,0.7391823987171328,-0.004287255280621663,-0.230348192112222,0.0
11,8.0,1.0,0.04848003387451172,0.02075446240940409,0.371470466196192,0.004539106081634689,-0.13209446973329594,0.0
12,8.0,5.0,0.021690845489501957,0.07743719044304219,6.0834562532397465,-0.009200974525065287,-0.13780515808959087,0.0
13,9.0,1.0,0.05156707763671875,0.04734361790646019,1.8443962620583096,-0.005188635223707288,-0.14298126216185345,0.0
14,9.0,5.0,0.014227867126464844,0.01495442646333771,0.2854030665444995,0.0033484461025941933,-0.15602319351060728,0.0
15,10.0,4.0,0.02099704742431641,0.1410727233804679,20.81132104816412,0.010709834663834421,0.3516242302399811,0.0
16,11.0,1.0,0.046267032623291016,0.01859369735417416,0.3041582160834109,-0.0034661458917149,-0.3300084043852102,0.0
17,12.0,2.0,0.02285289764404297,0.055395601291865514,2.8657001902937584,0.012541878122376136,0.12874765908259891,0.0
18,14.0,2.0,0.019321918487548828,0.050219004397513485,2.8563509463793992,-0.005393256487356711,0.17193394522805655,0.0
19,14.0,4.0,0.045840978622436516,0.02177760221861896,0.4235801195095115,0.0023589554590108266,0.15838591484021852,0.0
20,15.0,1.0,0.04624605178833008,0.01908009761663201,0.3878056017269401,-0.003747897310233525,-0.13235455890678946,0.0
21,15.0,5.0,0.02307415008544922,0.02653265101141662,0.6307888508715329,0.0042901001963997695,-0.12797708946769135,0.0
22,16.0,2.0,0.018990039825439453,0.012203745034482813,0.1328617784990402,-0.004412337665074355,0.14261076301603592,0.0
23,17.0,1.0,0.0516049861907959,0.016778227180113164,0.27686563265972497,0.0009546471240249473,-0.16551271665968606,0.0
24,17.0,5.0,0.016148090362548828,0.03217988012980967,1.0004206516419136,-0.002306330274385589,-0.19110100026209972,0.0
25,18.0,1.0,0.05218982696533203,0.0263137839837914,0.5684566571323991,8.132231925978513e-07,-0.14416527221365585,0.0
26,18.0,5.0,0.01621103286743164,0.02056067550965209,0.34855592715146483,0.002122005362054144,-0.13132423597359716,0.0
27,19.0,2.0,0.020863056182861328,0.023714586150966045,0.5497640716956153,0.0012990672258535892,0.2104039486695673,0.0
28,19.0,4.0,0.03853797912597656,0.017365579157099947,0.27025700400768043,-0.0011024827461154855,0.21937854229162065,0.0
29,20.0,2.0,0.02010107040405273,0.02013795585812724,0.4090345908098485,-0.0010877873726058641,0.2362612157193029,0.0
30,20.0,4.0,0.048630952835083015,0.027967276457439887,0.6974544934811548,0.002473172153120075,0.2551830335766204,0.0
31,21.0,5.0,0.01972007751464844,0.04609001689038916,2.2584338329011393,-0.006067674425426036,-0.3154721660115463,0.0
32,22.0,4.0,0.04422497749328613,0.033345443967146365,1.0025064896470104,0.003917248288549299,0.16619780350418767,0.0
33,23.0,2.0,0.018211841583251957,0.059425803867532365,3.3332032274805226,0.004352848214130315,0.1494790475858297,0.0
34,23.0,4.0,0.04951810836791992,0.03917499560841844,1.2199935060888545,0.0001621783995657858,0.15673455235789835,0.0
35,24.0,2.0,0.02031683921813965,0.01798899624019782,0.30891288405906386,0.0015337906731889774,0.32016216143263315,0.0
36,24.0,4.0,0.0206758975982666,0.04091418444382043,1.4869000503047352,-0.0032299260642953786,0.3155917240298517,0.0
