,eventID,groupID,rpID
0,141.0,2.0,5.0
1,216.0,2.0,21.0
2,231.0,2.0,5.0
3,362.0,1.0,4.0
4,462.0,1.0,20.0
5,471.0,4.0,120.0
6,546.0,1.0,4.0
7,630.0,1.0,4.0
8,695.0,4.0,120.0
9,708.0,2.0,21.0
10,845.0,4.0,120.0
11,866.0,1.0,4.0
12,867.0,2.0,21.0
13,888.0,5.0,121.0
14,961.0,5.0,121.0
