,x,y,track_type,dist_avg,tracks_out_det_no
0,0.0319417061339,-6.83787787051,_11_1X1_3RP_1X1,0.014581781121700001,0
1,-0.279356084145,-12.7929055854,_12_1X1_3RP_MORE,0.0230469243073,0
2,5.97380777752,-33.7879832385,_11_1X1_3RP_1X1,4.82776640298,0
3,-0.141747140068,-8.26480571829,_11_1X1_3RP_1X1,0.0231918443367,0
4,0.182325642388,-11.9817028932,_11_1X1_3RP_1X1,0.0165170755979,0
5,-0.0777470306273,-8.93582574615,_12_1X1_3RP_MORE,0.00961467438892,0
6,0.10078606384,-6.77834194966,_11_1X1_3RP_1X1,0.0373083157306,0
7,-0.187375742665,-16.9832450924,_11_1X1_3RP_1X1,0.0410879455806,0
8,-0.000549108836605,-7.62119415173,_12_1X1_3RP_MORE,0.015356587716299998,0
9,0.334917360226,-11.4993266428,_11_1X1_3RP_1X1,0.0221422172395,0
10,0.125420931977,-8.11142575874,_11_1X1_3RP_1X1,0.0204062020725,0
11,-0.446424538731,-9.10821174472,_12_1X1_3RP_MORE,0.0716116249466,0
12,-0.16586740704,-11.1793679874,_12_1X1_3RP_MORE,0.011672212239700002,0
13,-0.870832354191,-12.8030225265,_11_1X1_3RP_1X1,0.09557835750560001,0
14,-0.0126121304596,-11.0389383713,_11_1X1_3RP_1X1,0.027392742875099997,0
15,-0.254174798195,-7.06145172043,_11_1X1_3RP_1X1,0.034127505577,0
16,0.204679167532,-9.9064877661,_21_2X2_3RP_ENOUGH,0.0363328114755,0
17,-0.0033542318762,-13.6667902034,_21_2X2_3RP_ENOUGH,0.0249585302288,0
18,-0.195322063268,-7.48669334626,_12_1X1_3RP_MORE,0.019281252412400002,0
