,_0_LACK_DATA,_10_1X1_3RP_LACK,_11_1X1_3RP_1X1,_12_1X1_3RP_MORE,_20_2X2_3RP_LACK,_21_2X2_3RP_ENOUGH,_30_OTHER
0,9,0,51,24,2,12,5
